etf_code,etf_name,track_code,track_name,sw_code_keyword,sw_name,match_status,match_evidence,dominant_weight,sw_code,sw_code_holdings,source,agreement
159631.SZ,A100ETF招商,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
516590.SH,智能汽车ETF易方达,h11052.CSI,智能电车,801880.SI,汽车,matched,801880.SI:智能电车,0.33187503805348967,801880.SI,801730.SI,keyword,False
159298.SZ,创业板50ETF大成,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
159889.SZ,智能汽车ETF国泰,930721.CSI,CS智汽车,801880.SI,汽车,matched,801880.SI:智能汽车,0.3832171917523241,801880.SI,801880.SI,keyword,True
563050.SH,央企科技ETF易方达,932038.CSI,央企科技引领,,,non-industry:broad,央企科技引领,,,,keyword,False
516300.SH,中证1000ETF华泰柏瑞,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
159843.SZ,食品饮料ETF招商,399396.SZ,国证食品,801120.SI,食品饮料,matched,801120.SI:食品饮料,0.9413974191994322,801120.SI,801120.SI,holdings,True
159013.SZ,工业互联网ETF大成,931495.CSI,工业互联,801750.SI,计算机,matched,801750.SI:工业互联,,801750.SI,,keyword,False
562860.SH,疫苗ETF嘉实,931992.CSI,疫苗生物,801150.SI,医药生物,matched,801150.SI:生物,0.9828543146658378,801150.SI,801150.SI,holdings,True
512530.SH,沪深300红利ETF建信,000821.CSI,沪深300红利,,,non-industry:broad,沪深300,,,,keyword,False
561750.SH,A50ETF博时,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
159276.SZ,现金流ETF汇添富,980092.CNI,自由现金流,,,non-industry:broad,自由现金流,,,,keyword,False
562870.SH,证券ETF嘉实,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9994356139576307,801790.SI,801790.SI,holdings,True
510990.SH,180ESGETF工银,931088.CSI,180ESG,,,non-industry:broad,ESG,,,,keyword,False
563180.SH,高股息ETF银华,h30366.CSI,高息策略,,,non-industry:broad,高股息,,,,keyword,False
159312.SZ,恒指港股通ETF广发,HSISC.HI,恒指港股通,,,non-industry:overseas,港股,,,,keyword,False
563930.SH,上证增强ETF招商,000001.SH,上证指数,,,non-industry:broad,上证指数,,,,keyword,False
510810.SH,上海国企ETF汇添富,950096.CSI,上海国企,,,non-industry:broad,上海国企,,,,keyword,False
159122.SZ,创业板新能源ETF富国,399266.SZ,创新能源,801730.SI,电力设备,matched,801730.SI:新能源,0.8023516886924265,801730.SI,801730.SI,holdings,True
159712.SZ,港股通50ETF国泰,930931.CSI,港股通50(HKD),,,non-industry:overseas,港股,,,,keyword,False
516790.SH,医疗ETF华泰柏瑞,h30178.CSI,医疗保健,801150.SI,医药生物,matched,801150.SI:医疗,0.9430402720184761,801150.SI,801150.SI,holdings,True
560250.SH,红利质量ETF富国,932315.CSI,中证红利质量,,,non-industry:broad,中证红利,,,,keyword,False
589700.SH,科创成长ETF南方,000690.SH,科创成长,,,non-industry:broad,科创成长,,,,keyword,False
159163.SZ,有色ETF泰康,931892.CSI,有色矿业,801050.SI,有色金属,matched,801050.SI:有色矿业,,801050.SI,,keyword,False
159822.SZ,新经济ETF银华,SPNCSCHN.SPI,标普中国新经济行业,,,non-industry:overseas,标普,,,,keyword,False
530300.SH,上证180ETF华泰柏瑞,000010.SH,上证180,,,non-industry:broad,上证180,,,,keyword,False
159776.SZ,港股医药ETF银华,930965.CSI,港股通医药C,,,non-industry:overseas,港股,,,,keyword,False
526010.SH,港股通医疗ETF汇添富,932069.CSI,港股通医疗主题,,,non-industry:overseas,港股,,,,keyword,False
159661.SZ,A100ETF嘉实,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
159728.SZ,在线消费ETF南方,399361.SZ,在线消费,,,non-industry:broad,在线消费,,,,keyword,False
520730.SH,港股通汽车ETF万家,HSSCAM.HI,恒生港股通汽车主题,,,non-industry:overseas,港股,,,,keyword,False
159620.SZ,中证500成长ETF华夏,931590.CSI,500成长创新,,,non-industry:broad,中证500,,,,keyword,False
159376.SZ,A500ETF浦银,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
530380.SH,上证380ETF易方达,000009.SH,上证380,,,non-industry:broad,上证380,,,,keyword,False
562580.SH,可选消费ETF华夏,000989.SH,全指可选,,,non-industry:broad,全指可选,,,,keyword,False
159961.SZ,深100ETF方正富邦,399330.SZ,深证100,,,non-industry:broad,深证100,,,,keyword,False
159277.SZ,港股通红利ETF富国,930914.CSI,港股通高股息(HKD),,,non-industry:broad,红利,,,,keyword,False
560360.SH,软件ETF万家,930601.CSI,中证软件,801750.SI,计算机,matched,801750.SI:软件,0.9587714662960327,801750.SI,801750.SI,holdings,True
563090.SH,上证50增强ETF易方达,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
561190.SH,碳中和ETF富国,931755.CSI,SEEE碳中和,,,non-industry:broad,SEEE碳中和,,,,keyword,False
589950.SH,科创100ETF富国,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
517660.SH,物联网ETF天弘,931575.CSI,SHS物联网,801750.SI,计算机,matched,801750.SI:物联网,0.2703019714289335,801750.SI,801080.SI,keyword,False
516760.SH,养殖ETF平安,930707.CSI,中证畜牧,801010.SI,农林牧渔,matched,801010.SI:畜牧,0.8768182960569612,801010.SI,801010.SI,holdings,True
512600.SH,消费ETF嘉实,000932.SH,800消费,,,non-industry:broad,800消费,,,,keyword,False
512730.SH,银行ETF鹏华,399986.SZ,中证银行,801780.SI,银行,matched,801780.SI:银行,1.0,801780.SI,801780.SI,holdings,True
560260.SH,医疗ETF广发,399989.SZ,中证医疗,801150.SI,医药生物,matched,801150.SI:医疗,0.918722934250351,801150.SI,801150.SI,holdings,True
562530.SH,中证1000价值ETF华夏,931588.CSI,1000价值稳健,,,non-industry:broad,中证100,,,,keyword,False
511960.SH,货币ETF嘉实,,,,,no-track-info,,,,,keyword,False
510370.SH,沪深300ETF兴业,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159613.SZ,信息安全ETF嘉实,399994.SZ,信息安全,801750.SI,计算机,matched,801750.SI:信息安全,0.7669034722612031,801750.SI,801750.SI,holdings,True
159824.SZ,新能源车ETF博时,399976.SZ,CS新能车,801880.SI,汽车,matched,801880.SI:新能源车,0.4872571394643198,801880.SI,801730.SI,keyword,False
159589.SZ,红利ETF广发,000922.CSI,中证红利,,,non-industry:broad,中证红利,,,,keyword,False
561260.SH,能源ETF工银,932037.CSI,央企现代能源,,,non-industry:broad,央企现代能源,,,,keyword,False
588260.SH,科创信息ETF华安,000682.SH,科创信息,,,non-industry:broad,科创信息,,,,keyword,False
530100.SH,上证580ETF易方达,950580.CSI,上证580,,,non-industry:broad,上证580,,,,keyword,False
512450.SH,畜牧养殖ETF广发,931946.CSI,畜牧养殖,801010.SI,农林牧渔,matched,801010.SI:畜牧,,801010.SI,,keyword,False
516360.SH,新材料ETF华宝,h30597.CSI,新材料,801030.SI,基础化工,matched,801030.SI:新材料,0.3787834794530218,801030.SI,801730.SI,keyword,False
560160.SH,食品ETF易方达,h30192.CSI,食品,801120.SI,食品饮料,matched,801120.SI:食品,,801120.SI,,keyword,False
159685.SZ,1000增强ETF天弘,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
560070.SH,央企红利ETF汇添富,932039.CSI,央企股东回报,,,non-industry:broad,红利,,,,keyword,False
512650.SH,长三角ETF汇添富,931141.CSI,CS长三角,,,non-industry:broad,CS长三角,,,,keyword,False
159964.SZ,创业板ETF平安,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
588070.SH,科创成长ETF万家,000690.SH,科创成长,,,non-industry:broad,科创成长,,,,keyword,False
159662.SZ,交运ETF南方,399433.SZ,国证交运,801170.SI,交通运输,matched,801170.SI:国证交运,0.9541891309689707,801170.SI,801170.SI,holdings,True
510270.SH,国企ETF中银,000056.SH,上证国企,,,non-industry:broad,上证国企,,,,keyword,False
159517.SZ,中证800增强ETF银华,000906.SH,中证800,,,non-industry:broad,中证800,,,,keyword,False
510680.SH,上证50ETF万家,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
515760.SH,浙江国资ETF华夏,931372.CSI,浙江国资,,,non-industry:broad,浙江国资,,,,keyword,False
589300.SH,科创综指ETF嘉实,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159679.SZ,中证1000增强ETF国泰,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
159371.SZ,创业板50ETF富国,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
520610.SH,港股红利低波ETF银华,SPAHLVHP.SPI,标普港股通低波红利指数(港币),,,non-industry:broad,红利,,,,keyword,False
159512.SZ,汽车ETF广发,931008.CSI,汽车指数,801880.SI,汽车,matched,801880.SI:汽车,0.9787443764374446,801880.SI,801880.SI,holdings,True
159020.SZ,养殖ETF易方达,931946.CSI,畜牧养殖,801010.SI,农林牧渔,matched,801010.SI:畜牧,,801010.SI,,keyword,False
159542.SZ,工程机械ETF大成,931752.CSI,工程机械主题,801890.SI,机械设备,matched,801890.SI:工程机械,0.7726573442361011,801890.SI,801890.SI,holdings,True
159336.SZ,央企红利ETF融通,931132.CSI,诚通央企红利,,,non-industry:broad,红利,,,,keyword,False
159886.SZ,机械ETF富国,000812.CSI,细分机械,801890.SI,电力设备,matched,801890.SI:机械,0.645354665501417,801730.SI,801730.SI,holdings,False
563620.SH,全指现金流ETF兴业,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
159106.SZ,民企300ETF前海开源,931265.CSI,民企300,,,non-industry:broad,民企300,,,,keyword,False
159535.SZ,中证2000ETF嘉实,932000.CSI,中证2000,,,non-industry:broad,中证2000,,,,keyword,False
588350.SH,科创创业50ETF鹏扬,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
510030.SH,价值ETF华宝,000029.SH,180价值,,,non-industry:broad,180价值,,,,keyword,False
159156.SZ,电池ETF万家,980032.CNI,新能电池,801730.SI,电力设备,matched,801730.SI:电池,,801730.SI,,keyword,False
562520.SH,中证1000成长ETF华夏,931591.CSI,1000成长创新,,,non-industry:broad,中证100,,,,keyword,False
562030.SH,信创ETF华宝,931247.CSI,中证信创,801750.SI,计算机,matched,801750.SI:信创,0.8479178146388087,801750.SI,801750.SI,holdings,True
589550.SH,科创价值ETF华夏,950228.SH,智选科创价值50,,,non-industry:broad,创价值,,,,keyword,False
159021.SZ,大盘价值ETF华夏,399373.SZ,大盘价值,,,non-industry:broad,大盘价值,,,,keyword,False
588660.SH,科创创业50ETF兴银,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
159331.SZ,红利港股ETF国泰,930914.CSI,港股通高股息(HKD),,,non-industry:broad,红利,,,,keyword,False
159166.SZ,现金流ETF长城,980092.CNI,自由现金流,,,non-industry:broad,自由现金流,,,,keyword,False
589980.SH,科创100ETF汇添富,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
560420.SH,食品ETF前海开源,h30192.CSI,食品,801120.SI,食品饮料,matched,801120.SI:食品,,801120.SI,,keyword,False
159719.SZ,国企ETF平安,GPCCH003.FI,富时中国国企开放共赢,,,non-industry:broad,富时,,,,keyword,False
159143.SZ,港股通央企红利ETF平安,HSSCSOY.HI,恒生港股通中国央企红利,,,non-industry:broad,红利,,,,keyword,False
159288.SZ,创业板综ETF银华,399102.SZ,创业板综,,,non-industry:broad,创业板综,,,,keyword,False
588840.SH,科创50ETF万家,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
563150.SH,油气ETF银华,931248.CSI,油气资源,801960.SI,石油石化,matched,801960.SI:油气,0.6211942753156481,801960.SI,801960.SI,holdings,True
159186.SZ,港股通汽车ETF鹏华,HSSCAM.HI,恒生港股通汽车主题,,,non-industry:overseas,港股,,,,keyword,False
563830.SH,全指现金流ETF博时,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
159639.SZ,碳中和ETF南方,931755.CSI,SEEE碳中和,,,non-industry:broad,SEEE碳中和,,,,keyword,False
159505.SZ,国证2000ETF博时,399303.SZ,国证2000,,,non-industry:broad,国证2000,,,,keyword,False
159550.SZ,互联网ETF东财,930625.CSI,SHS互联网,801750.SI,计算机,matched,801750.SI:SHS互联网,0.30181270001139887,801750.SI,801750.SI,keyword,True
510600.SH,上证50ETF申万菱信,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
516980.SH,证券先锋ETF华富,931402.CSI,证券先锋,801790.SI,非银金融,matched,801790.SI:证券,1.0,801790.SI,801790.SI,holdings,True
159017.SZ,石油ETF工银,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
159383.SZ,创业板50ETF华泰柏瑞,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
159543.SZ,国证2000ETF工银,399303.SZ,国证2000,,,non-industry:broad,国证2000,,,,keyword,False
159295.SZ,创业综指ETF西部利得,399102.SZ,创业板综,,,non-industry:broad,创业板综,,,,keyword,False
159145.SZ,工业软件ETF广发,980034.CNI,工业软件,801750.SI,计算机,matched,801750.SI:软件,,801750.SI,,keyword,False
159848.SZ,证券ETF国联安,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9999312603063647,801790.SI,801790.SI,holdings,True
159136.SZ,A50ETF广发,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
589060.SH,科创综指ETF东财,000681.SH,科创价格,,,non-industry:broad,科创综指,,,,keyword,False
159211.SZ,深证100ETF富国,399330.SZ,深证100,,,non-industry:broad,深证100,,,,keyword,False
159827.SZ,农业ETF银华,000949.CSI,中证农业,801010.SI,农林牧渔,matched,801010.SI:农业,0.6923150865550441,801010.SI,801010.SI,holdings,True
560750.SH,A500ETF申万菱信,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
512030.SH,中证A50增强ETF易方达,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
560410.SH,电池ETF鹏华,931719.CSI,CS电池,801730.SI,电力设备,matched,801730.SI:电池,,801730.SI,,keyword,False
159619.SZ,基建ETF国泰,930608.CSI,中证基建,801720.SI,建筑装饰,matched,801720.SI:基建,0.6644552962751792,801720.SI,801720.SI,holdings,True
513620.SH,港股医疗ETF银华,932069.CSI,港股通医疗主题,,,non-industry:overseas,港股,,,,keyword,False
561900.SH,沪深300ESGETF招商,931463.CSI,300 ESG,,,non-industry:broad,沪深300,,,,keyword,False
516710.SH,新材料ETF华夏,h30597.CSI,新材料,801030.SI,基础化工,matched,801030.SI:新材料,0.3786085244014672,801030.SI,801730.SI,keyword,False
516840.SH,汽车ETF南方,931008.CSI,汽车指数,801880.SI,汽车,matched,801880.SI:汽车,,801880.SI,,keyword,False
515200.SH,创新100ETF申万菱信,931159.CSI,创新100,,,non-industry:broad,创新100,,,,keyword,False
159290.SZ,创业板综指增强ETF东财,399102.SZ,创业板综,,,non-industry:broad,创业板综,,,,keyword,False
516830.SH,沪深300ESGETF富国,931463.CSI,300 ESG,,,non-industry:broad,沪深300,,,,keyword,False
517050.SH,互联网ETF华泰柏瑞,930625.CSI,SHS互联网,801750.SI,计算机,matched,801750.SI:SHS互联网,0.3119121575731444,801750.SI,801750.SI,keyword,True
159549.SZ,红利低波ETF天弘,930955.CSI,红利低波100,,,non-industry:broad,红利,,,,keyword,False
159641.SZ,碳中和ETF招商,931755.CSI,SEEE碳中和,,,non-industry:broad,SEEE碳中和,,,,keyword,False
510200.SH,上证券商ETF汇安,950105.CSI,上证证券,801790.SI,非银金融,matched,801790.SI:证券,0.9998340615097124,801790.SI,801790.SI,holdings,True
159199.SZ,石油ETF平安,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
589270.SH,科创100ETF前海开源,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
159777.SZ,创科技ETF国联安,399276.SZ,创科技,,,non-industry:broad,创科技,,,,keyword,False
159335.SZ,央企科创ETF融通,932052.CSI,央企科技创新,,,non-industry:broad,央企科技创新,,,,keyword,False
512750.SH,基本面50ETF嘉实,000925.CSI,基本面50,,,non-industry:broad,基本面50,,,,keyword,False
159245.SZ,港股通消费ETF富国,987024.CNI,港股通消费,,,non-industry:overseas,港股,,,,keyword,False
159515.SZ,国企红利ETF鹏扬,000824.CSI,中证国企红利,,,non-industry:broad,红利,,,,keyword,False
159355.SZ,800红利低波ETF华宝,931848.CSI,800红利低波,,,non-industry:broad,红利,,,,keyword,False
159730.SZ,家电ETF博时,980028.CNI,龙头家电,801110.SI,家用电器,matched,801110.SI:家电,0.9174631763690841,801110.SI,801110.SI,holdings,True
511650.SH,货币ETF华夏,,,,,no-track-info,,,,,keyword,False
512060.SH,A100ETF天弘,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
561500.SH,漂亮50ETF华泰柏瑞,931526.CSI,企业核心竞争力50,,,non-industry:broad,企业核心竞争力50,,,,keyword,False
530050.SH,上证50ETF东财,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
159797.SZ,医疗器械ETF汇添富,h30217.CSI,医疗器械,801150.SI,医药生物,matched,801150.SI:医疗器械,0.9402941840379023,801150.SI,801150.SI,holdings,True
517550.SH,沪港深消费龙头ETF招商,931663.CSI,SHS消费龙头,,,non-industry:broad,消费龙头,,,,keyword,False
561060.SH,国企红利ETF华安,000824.CSI,中证国企红利,,,non-industry:broad,红利,,,,keyword,False
589780.SH,科创200ETF富国,000699.SH,科创200,,,non-industry:broad,科创200,,,,keyword,False
159575.SZ,创业板200ETF银华,399019.SZ,创业200,,,non-industry:broad,创业200,,,,keyword,False
512250.SH,A50ETF招商,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
159118.SZ,港股通红利低波ETF华夏,SPAHLVHP.SPI,标普港股通低波红利指数(港币),,,non-industry:broad,红利,,,,keyword,False
515660.SH,沪深300ETF国联安,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
515350.SH,沪深300ETF民生加银,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
511920.SH,货币ETF广发,,,,,no-track-info,,,,,keyword,False
159132.SZ,恒生生物科技ETF富国,HSBIO.HI,恒生生物科技,,,non-industry:overseas,恒生,,,,keyword,False
159643.SZ,疫苗ETF国泰,980015.CNI,疫苗生科,801150.SI,医药生物,matched,801150.SI:疫苗,1.0,801150.SI,801150.SI,holdings,True
563060.SH,央企50ETF易方达,931823.CSI,国资央企50,,,non-industry:broad,国资央企50,,,,keyword,False
516560.SH,养老ETF华宝,399812.SZ,养老产业,,,non-industry:broad,养老产业,,,,keyword,False
562380.SH,央企科技ETF银华,932038.CSI,央企科技引领,,,non-industry:broad,央企科技引领,,,,keyword,False
510390.SH,沪深300ETF平安,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159836.SZ,创业板300ETF天弘,399012.SZ,创业300,,,non-industry:broad,创业300,,,,keyword,False
159306.SZ,汽车零部件ETF平安,931230.CSI,汽车零部件,801880.SI,汽车,matched,801880.SI:汽车零部件,0.6158186942117518,801880.SI,801880.SI,holdings,True
159117.SZ,港股通红利低波ETF鹏华,SPAHLVHP.SPI,标普港股通低波红利指数(港币),,,non-industry:broad,红利,,,,keyword,False
159973.SZ,民企ETF弘毅远方,399362.SZ,民企100,,,non-industry:broad,民企100,,,,keyword,False
560370.SH,红利质量ETF易方达,932315.CSI,中证红利质量,,,non-industry:broad,中证红利,,,,keyword,False
516260.SH,物联网ETF华夏,930712.CSI,CS物联网,801750.SI,计算机,matched,801750.SI:物联网,0.4900717167817541,801750.SI,801080.SI,keyword,False
159028.SZ,港股汽车ETF天弘,HSSCAM.HI,恒生港股通汽车主题,,,non-industry:overseas,港股,,,,keyword,False
517010.SH,沪港深500ETF易方达,h30455.CSI,沪港深500,,,non-industry:overseas,沪港深500,,,,keyword,False
159862.SZ,食品饮料ETF银华,000815.CSI,细分食品,801120.SI,食品饮料,matched,801120.SI:食品饮料,0.9578662488834596,801120.SI,801120.SI,holdings,True
159935.SZ,中证500ETF景顺,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159192.SZ,家电ETF汇添富,931021.CSI,家电龙头,801110.SI,家用电器,matched,801110.SI:家电,,801110.SI,,keyword,False
588310.SH,科创创业ETF方正富邦,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
159291.SZ,创业板综增强ETF招商,399102.SZ,创业板综,,,non-industry:broad,创业板综,,,,keyword,False
159018.SZ,石油ETF广发,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
512260.SH,中证500低波动ETF华安,930782.CSI,500SNLV,,,non-industry:broad,中证500,,,,keyword,False
510670.SH,上证180ETF华夏,000010.SH,上证180,,,non-industry:broad,上证180,,,,keyword,False
159618.SZ,光伏ETF华安,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,0.7823277133644421,801730.SI,801730.SI,holdings,True
159808.SZ,创100ETF融通,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
515150.SH,一带一路ETF富国,000859.CSI,国企一带一路,,,non-industry:broad,国企一带一路,,,,keyword,False
159296.SZ,A500红利低波ETF华宝,932422.CSI,A500红利低波,,,non-industry:broad,红利,,,,keyword,False
516610.SH,医疗设备ETF大成,h30178.CSI,医疗保健,801150.SI,医药生物,matched,801150.SI:医疗,0.9435028776313145,801150.SI,801150.SI,holdings,True
516900.SH,食品饮料ETF华安,000807.CSI,食品饮料,801120.SI,食品饮料,matched,801120.SI:食品饮料,1.0,801120.SI,801120.SI,holdings,True
561080.SH,全指现金流ETF华安,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
516730.SH,证券ETF浦银,931412.CSI,证券公司30,801790.SI,非银金融,matched,801790.SI:证券公司,1.0,801790.SI,801790.SI,holdings,True
159856.SZ,互联网龙头ETF工银,930625.CSI,SHS互联网,801750.SI,计算机,matched,801750.SI:SHS互联网,0.3044574888721887,801750.SI,801750.SI,keyword,True
511800.SH,易方达货币ETF,,,,,no-track-info,,,,,keyword,False
560690.SH,电信ETF鹏华,931235.CSI,中证电信,801770.SI,通信,matched,801770.SI:中证电信,0.75674748723013,801770.SI,801770.SI,holdings,True
563690.SH,红利低波ETF永赢,h30269.CSI,红利低波,,,non-industry:broad,红利,,,,keyword,False
561200.SH,中证A100ETF工银,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
159621.SZ,ESGETF国泰,721638.MI,MSCI CHINA A RMB ESG UNIVERSAL,,,non-industry:broad,MSCI,,,,keyword,False
563680.SH,800现金流ETF汇添富,932368.CSI,800现金流,,,non-industry:broad,800现金流,,,,keyword,False
159716.SZ,深证100ETF华宝,399330.SZ,深证100,,,non-industry:broad,深证100,,,,keyword,False
159670.SZ,消费50ETF国联安,931139.CSI,CS消费50,,,non-industry:broad,CS消费50,,,,keyword,False
561180.SH,A100ETF富国,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
515730.SH,家居家电ETF永赢,931241.CSI,家居家电,801110.SI,家用电器,ambiguous,801110.SI:家电;801140.SI:家居,0.5678645816713712,801110.SI,801110.SI,holdings,True
563630.SH,A500增强ETF国联安,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159238.SZ,沪深300增强ETF景顺,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159370.SZ,创50ETF工银,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
159896.SZ,物联网ETF南方,930712.CSI,CS物联网,801750.SI,计算机,matched,801750.SI:物联网,0.4897011985413564,801750.SI,801080.SI,keyword,False
159872.SZ,智能网联汽车ETF鹏华,930725.CSI,CS车联网,801880.SI,汽车,matched,801880.SI:汽车,0.3437835784810764,801880.SI,801750.SI,keyword,False
159271.SZ,恒生ETF鹏华,HSI.HI,恒生指数,,,non-industry:overseas,恒生,,,,keyword,False
560990.SH,科技先锋ETF中金,931447.CSI,科技先锋,,,non-industry:broad,科技先锋,,,,keyword,False
159895.SZ,物联网ETF易方达,930712.CSI,CS物联网,801750.SI,计算机,matched,801750.SI:物联网,0.49004997823733176,801750.SI,801080.SI,keyword,False
516330.SH,物联网ETF华泰柏瑞,930712.CSI,CS物联网,801750.SI,计算机,matched,801750.SI:物联网,0.48946364720157143,801750.SI,801080.SI,keyword,False
589200.SH,科创200ETF工银,000699.SH,科创200,,,non-industry:broad,科创200,,,,keyword,False
520960.SH,恒指港股通ETF嘉实,HSISC.HI,恒指港股通,,,non-industry:overseas,港股,,,,keyword,False
563960.SH,300质量ETF兴全,932431.CSI,300质量,,,non-industry:broad,300质量,,,,keyword,False
159810.SZ,创业板ETF浦银,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
517100.SH,沪港深500ETF富国,h30455.CSI,沪港深500,,,non-industry:overseas,沪港深500,,,,keyword,False
560310.SH,光伏ETF博时,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,,801730.SI,,keyword,False
159292.SZ,创业板综增强ETF华宝,399102.SZ,创业板综,,,non-industry:broad,创业板综,,,,keyword,False
510130.SH,上证中盘ETF易方达,000044.SH,上证中盘,,,non-industry:broad,上证中盘,,,,keyword,False
159791.SZ,300ESGETF华夏,931463.CSI,300 ESG,,,non-industry:broad,ESG,,,,keyword,False
159723.SZ,科技龙头ETF汇添富,931524.CSI,SHS科技龙头,,,non-industry:broad,科技龙头,,,,keyword,False
512640.SH,金融地产ETF嘉实,000934.SH,800金地,801180.SI,房地产,matched,801180.SI:地产,0.4855365599248555,801180.SI,801780.SI,keyword,False
159778.SZ,工业互联网ETF鹏华,931495.CSI,工业互联,801750.SI,计算机,matched,801750.SI:工业互联,0.36397727862094986,801750.SI,801080.SI,keyword,False
516660.SH,新能源车ETF华安,399976.SZ,CS新能车,801880.SI,汽车,matched,801880.SI:新能源车,0.4880068366569888,801880.SI,801730.SI,keyword,False
159885.SZ,碳中和ETF鹏华,000977.CSI,内地低碳,,,non-industry:broad,内地低碳,,,,keyword,False
159936.SZ,可选消费ETF广发,000989.SH,全指可选,,,non-industry:broad,全指可选,,,,keyword,False
159717.SZ,ESGETF鹏华,399378.SZ,ESG 300,,,non-industry:broad,ESG,,,,keyword,False
159533.SZ,中证2000ETF博时,932000.CSI,中证2000,,,non-industry:broad,中证2000,,,,keyword,False
563670.SH,金融科技ETF鹏华,930986.CSI,金融科技,801790.SI,计算机,matched,801790.SI:金融科技,0.8268815320402874,801750.SI,801750.SI,holdings,False
159912.SZ,深300ETF汇添富,399007.SZ,深证300,,,non-industry:broad,深证300,,,,keyword,False
517200.SH,互联网ETF嘉实,930625.CSI,SHS互联网,801750.SI,计算机,matched,801750.SI:SHS互联网,0.30410020337729426,801750.SI,801750.SI,keyword,True
588670.SH,科创综指增强ETF嘉实,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159318.SZ,恒指港股通ETF银华,HSISC.HI,恒指港股通,,,non-industry:overseas,港股,,,,keyword,False
560500.SH,500质量成长ETF鹏扬,930939.CSI,500质量成长,,,non-industry:broad,500质量成长,,,,keyword,False
510800.SH,上证50ETF建信,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
530880.SH,红利国企ETF银河,000151.SH,上国红利,,,non-industry:broad,红利,,,,keyword,False
560020.SH,红利ETF汇添富,000922.CSI,中证红利,,,non-industry:broad,中证红利,,,,keyword,False
159720.SZ,智能车ETF泰康,h11052.CSI,智能电车,801880.SI,汽车,matched,801880.SI:智能电车,0.3322966802451914,801880.SI,801730.SI,keyword,False
