,O/N,1W,2W,1M,3M,6M,9M,1Y,,,
2009/4/17,0.8029,0.92,0.9421,1.0166,1.211,1.4772,1.6378,1.8538,,,
2009/4/20,0.8013,0.9125,0.9425,1.0155,1.2101,1.4767,1.6373,1.8542,,,
2009/4/21,0.8233,0.9183,0.9435,1.0188,1.2115,1.4781,1.6387,1.8554,,,
2009/4/22,0.8296,0.9371,0.9392,1.0183,1.2133,1.4782,1.6387,1.8556,,,
2009/4/23,0.8129,0.9475,0.9563,1.0183,1.213,1.4777,1.6376,1.8511,,,
2009/4/24,0.8129,0.9617,0.9592,1.0186,1.2137,1.4767,1.6375,1.8519,,,
2009/4/27,0.8121,0.9558,0.9688,1.0211,1.214,1.4767,1.6386,1.852,,,
2009/4/28,0.8079,0.9429,0.9558,1.0188,1.2133,1.4774,1.639,1.8521,,,
2009/4/29,0.8083,0.9408,0.9525,1.0207,1.2141,1.477,1.6392,1.8529,,,
2009/4/30,0.8067,0.9417,0.9513,1.0258,1.2144,1.4759,1.6393,1.8524,,,
2009/5/4,0.8138,0.9421,0.9525,1.0263,1.2152,1.4755,1.6393,1.8513,,,
2009/5/5,0.81,0.9325,0.9443,1.0253,1.2153,1.4755,1.6393,1.8517,,,
2009/5/6,0.8092,0.9275,0.9414,1.025,1.2141,1.4748,1.6405,1.8528,,,
2009/5/7,0.8083,0.9311,0.9506,1.0237,1.2128,1.4737,1.6394,1.8533,,,
2009/5/8,0.8079,0.9267,0.9438,1.0221,1.2117,1.4726,1.6383,1.8537,,,
2009/5/11,0.8067,0.9283,0.9467,1.0271,1.2107,1.471,1.6391,1.8536,,,
2009/5/12,0.8071,0.9438,0.9539,1.0228,1.2096,1.4709,1.638,1.8541,,,
2009/5/13,0.8079,0.9433,0.9517,1.02,1.2086,1.4703,1.6376,1.853,,,
2009/5/14,0.8079,0.9413,0.9499,1.0192,1.2068,1.47,1.6371,1.8525,,,
2009/5/15,0.81,0.9483,0.954,1.0166,1.2044,1.4691,1.6362,1.8513,,,
2009/5/18,0.8104,0.9479,0.9563,1.0143,1.2044,1.4676,1.6361,1.8516,,,
2009/5/19,0.8096,0.9525,0.9596,1.0153,1.2055,1.4656,1.6361,1.851,,,
2009/5/20,0.8104,0.9503,0.9521,1.0151,1.2062,1.4673,1.6366,1.8509,,,
2009/5/21,0.8104,0.9538,0.9646,1.0143,1.2059,1.467,1.6363,1.8509,,,
2009/5/22,0.8108,0.9617,0.9638,1.0133,1.2065,1.4656,1.6364,1.8504,,,
2009/5/25,0.8104,0.9579,0.9638,1.0219,1.2151,1.4679,1.6383,1.8522,,,
2009/5/26,0.8129,0.9546,0.9658,1.0293,1.2181,1.4696,1.6406,1.8531,,,
2009/5/27,0.8133,0.9554,0.9592,1.0321,1.2217,1.4707,1.6405,1.8529,,,
2009/5/31,0.8117,0.9529,0.9658,1.0271,1.2226,1.4713,1.6403,1.8527,,,
2009/6/1,0.8129,0.9417,0.9575,1.0271,1.2248,1.4714,1.6399,1.8519,,,
2009/6/2,0.8133,0.9403,0.9663,1.0271,1.225,1.4716,1.6395,1.8519,,,
2009/6/3,0.8142,0.9463,0.9575,1.0258,1.2249,1.4719,1.6392,1.8528,,,
2009/6/4,0.8113,0.9454,0.9644,1.029,1.2258,1.4723,1.6394,1.8532,,,
2009/6/5,0.8121,0.9448,0.9698,1.0274,1.2274,1.4724,1.6396,1.8526,,,
2009/6/8,0.8121,0.9413,0.9687,1.0278,1.2269,1.4723,1.6397,1.8535,,,
2009/6/9,0.8117,0.9461,0.9663,1.0275,1.2243,1.4724,1.6397,1.853,,,
2009/6/10,0.8163,0.94,0.9579,1.0325,1.2261,1.4723,1.6398,1.8535,,,
2009/6/11,0.8142,0.9408,0.9548,1.0361,1.2272,1.4723,1.6398,1.8534,,,
2009/6/12,0.815,0.9408,0.9596,1.035,1.2303,1.4725,1.6397,1.8533,,,
2009/6/15,0.8179,0.9425,0.9684,1.036,1.2323,1.4726,1.6398,1.8533,,,
2009/6/16,0.8171,0.9421,0.963,1.0334,1.2341,1.4731,1.6398,1.8534,,,
2009/6/17,0.8304,0.9425,0.9592,1.038,1.2345,1.4728,1.6399,1.8534,,,
2009/6/18,0.845,0.9525,0.985,1.0409,1.2371,1.4747,1.64,1.8544,,,
2009/6/19,0.9025,0.9967,1.0975,1.1088,1.258,1.4815,1.6475,1.8602,,,
2009/6/22,0.9479,1.0892,1.1725,1.1883,1.2748,1.4892,1.6521,1.8639,,,
2009/6/23,0.9579,1.1,1.2113,1.2142,1.2825,1.4904,1.6534,1.8655,,,
2009/6/24,0.9575,1.185,1.2202,1.245,1.2908,1.4948,1.6547,1.8663,,,
2009/6/25,0.9588,1.1288,1.2233,1.2555,1.2925,1.4953,1.6562,1.8666,,,
2009/6/26,0.9621,1.1717,1.2221,1.2717,1.2978,1.4957,1.6563,1.8672,,,
2009/6/29,1,1.19,1.2108,1.2808,1.3068,1.4961,1.6576,1.8678,,,
2009/6/30,1.09,1.2117,1.2533,1.3008,1.3179,1.4977,1.6605,1.8688,,,
2009/7/1,1.0975,1.1767,1.2167,1.2998,1.3215,1.4997,1.6627,1.8698,,,
2009/7/2,1.0958,1.295,1.2683,1.3025,1.323,1.5025,1.6647,1.8709,,,
2009/7/3,1.0954,1.2493,1.2658,1.305,1.3263,1.5032,1.6657,1.8712,,,
2009/7/6,1.0938,1.2325,1.2907,1.3158,1.3298,1.5033,1.6659,1.8727,,,
2009/7/7,1.0933,1.2208,1.3058,1.3258,1.3361,1.505,1.6682,1.8762,,,
2009/7/8,1.0958,1.2178,1.3139,1.3313,1.3428,1.5063,1.6693,1.878,,,
2009/7/9,1.095,1.2271,1.3096,1.3433,1.3681,1.5229,1.6818,1.8948,,,
2009/7/10,1.0971,1.225,1.3075,1.3524,1.3836,1.5377,1.6953,1.9096,,,
2009/7/13,1.1428,1.2608,1.345,1.3758,1.4037,1.5521,1.707,1.9233,,,
2009/7/14,1.1446,1.3742,1.3896,1.3938,1.4112,1.5573,1.7174,1.9331,,,
2009/7/15,1.1496,1.4367,1.4917,1.4117,1.4245,1.5665,1.7274,1.9434,,,
2009/7/16,1.1871,1.5158,1.5283,1.4417,1.4429,1.5783,1.7385,1.9548,,,
2009/7/17,1.3763,1.5334,1.6027,1.4672,1.4757,1.6068,1.7608,1.9735,,,
2009/7/20,1.3625,1.6936,1.7921,1.5125,1.5107,1.6267,1.7836,1.9909,,,
2009/7/21,1.4963,2.0971,2.1327,1.606,1.5667,1.6586,1.8139,2.0187,,,
2009/7/22,1.5013,2.0283,2.1277,1.6492,1.5898,1.6826,1.8391,2.034,,,
2009/7/23,1.4871,1.94,2.1093,1.6733,1.6051,1.6987,1.8515,2.0453,,,
2009/7/24,1.4579,1.7117,1.99,1.6433,1.6137,1.7093,1.8608,2.0526,,,
2009/7/27,1.4442,1.6025,1.8979,1.6608,1.6269,1.7202,1.8726,2.0619,,,
2009/7/28,1.4083,1.56,1.9034,1.6868,1.6414,1.7296,1.8839,2.0708,,,
2009/7/29,1.2429,1.5042,1.9158,1.6974,1.6523,1.7369,1.8935,2.0807,,,
2009/7/30,1.3475,1.6429,1.8525,1.7475,1.663,1.7469,1.9024,2.092,,,
2009/7/31,1.2992,1.9325,1.9308,1.753,1.6713,1.7566,1.9087,2.1009,,,
2009/8/3,1.3246,2.1267,1.8471,1.7484,1.6815,1.764,1.9161,2.1128,,,
2009/8/4,1.3225,1.5042,1.745,1.739,1.6894,1.7705,1.9232,2.1216,,,
2009/8/5,1.3183,1.8063,1.7414,1.7451,1.695,1.7793,1.9315,2.1276,,,
2009/8/6,1.3183,1.6225,1.6925,1.7527,1.7054,1.7872,1.9408,2.1334,,,
2009/8/7,1.3158,1.6013,1.6707,1.7452,1.7135,1.7942,1.9498,2.1408,,,
2009/8/10,1.3113,1.6136,1.6358,1.7383,1.7206,1.8017,1.9567,2.1479,,,
2009/8/11,1.2967,1.5433,1.6333,1.7403,1.7279,1.8098,1.965,2.1534,,,
2009/8/12,1.1546,1.4738,1.6104,1.7393,1.7285,1.8143,1.9713,2.1575,,,
2009/8/13,1.1558,1.4442,1.5829,1.7339,1.7319,1.8206,1.9776,2.1607,,,
2009/8/14,1.1467,1.4086,1.5125,1.7235,1.7336,1.8254,1.9826,2.1662,,,
2009/8/17,1.1575,1.4067,1.445,1.7169,1.7371,1.8299,1.9869,2.1718,,,
2009/8/18,1.1346,1.295,1.4742,1.7156,1.7391,1.8325,1.9895,2.1749,,,
2009/8/19,1.098,1.2729,1.3583,1.703,1.7391,1.8338,1.9914,2.1769,,,
2009/8/20,1.0925,1.2675,1.2954,1.6965,1.7366,1.8348,1.992,2.1788,,,
2009/8/21,1.09,1.254,1.2925,1.6778,1.7335,1.8348,1.9919,2.1799,,,
2009/8/24,1.055,1.2736,1.2892,1.652,1.7324,1.835,1.9923,2.1799,,,
2009/8/25,0.9933,1.3467,1.3083,1.634,1.7316,1.835,1.9922,2.179,,,
2009/8/26,0.995,1.3704,1.4158,1.6254,1.7334,1.8352,1.992,2.1789,,,
2009/8/27,1.0083,1.3611,1.4215,1.6133,1.7333,1.8359,1.9919,2.1785,,,
2009/8/28,1.0108,1.3875,1.4483,1.6096,1.7327,1.8364,1.9918,2.1783,,,
2009/8/31,0.9975,1.465,1.4558,1.6063,1.7334,1.838,1.992,2.1798,,,
2009/9/1,0.9992,1.3246,1.4638,1.6032,1.7358,1.8384,1.9919,2.1806,,,
2009/9/2,1.0846,1.5725,1.5175,1.6033,1.7385,1.8391,1.9921,2.1813,,,
2009/9/3,1.0933,1.6854,1.6656,1.6167,1.7404,1.8399,1.9923,2.1822,,,
2009/9/4,1.0983,1.7513,1.6517,1.6274,1.742,1.8401,1.9926,2.1817,,,
2009/9/7,1.095,1.7258,1.6583,1.6293,1.7433,1.8406,1.9928,2.1817,,,
2009/9/8,1.0963,1.7096,1.6563,1.6304,1.7439,1.8407,1.9936,2.1822,,,
2009/9/9,1.0925,1.6583,1.6678,1.6341,1.7441,1.841,1.9945,2.1826,,,
2009/9/10,1.0892,1.564,1.6058,1.6364,1.745,1.8411,1.9944,2.1826,,,
2009/9/11,1.0933,1.3825,1.5754,1.644,1.7449,1.8415,1.9945,2.1834,,,
2009/9/14,1.0913,1.4425,1.5933,1.6497,1.7458,1.8431,1.9949,2.1837,,,
2009/9/15,1.1298,1.4517,1.5835,1.6511,1.7483,1.8441,1.9959,2.1855,,,
2009/9/16,1.1925,1.4529,1.571,1.656,1.7501,1.8456,1.9969,2.1878,,,
2009/9/17,1.2475,1.4654,1.6367,1.6724,1.7523,1.8483,1.9991,2.1906,,,
2009/9/18,1.2583,1.5158,1.6396,1.6734,1.7539,1.8497,1.9999,2.1917,,,
2009/9/21,1.2575,1.6213,1.6359,1.6746,1.756,1.8505,2.0008,2.194,,,
2009/9/22,1.2675,1.5921,1.6303,1.6902,1.7574,1.852,2.002,2.1951,,,
2009/9/23,1.2933,1.5617,1.6492,1.706,1.7597,1.8537,2.0038,2.1963,,,
2009/9/24,1.3013,1.7775,1.6575,1.7102,1.7616,1.8566,2.0048,2.1971,,,
2009/9/25,1.3133,1.6275,1.6542,1.719,1.7635,1.8592,2.0063,2.1978,,,
2009/9/27,1.3088,1.6025,1.62,1.7219,1.7639,1.8611,2.0063,2.1979,,,
2009/9/28,1.3146,1.5717,1.6688,1.7237,1.7639,1.8629,2.0075,2.1979,,,
2009/9/29,1.3211,1.6603,1.6903,1.7383,1.7657,1.8652,2.0079,2.1982,,,
2009/9/30,1.7742,1.7983,1.7138,1.7438,1.7687,1.8669,2.0106,2.2,,,
2009/10/9,1.6917,1.6983,1.7059,1.7434,1.7703,1.8684,2.0126,2.2022,,,
2009/10/10,1.3654,1.6808,1.6767,1.7333,1.7712,1.869,2.0134,2.2039,,,
2009/10/12,1.2671,1.5857,1.6821,1.7374,1.7716,1.8693,2.0149,2.2078,,,
2009/10/13,1.2642,1.5767,1.6841,1.7373,1.7725,1.8707,2.0167,2.2086,,,
2009/10/14,1.2625,1.5528,1.6825,1.7339,1.7729,1.8717,2.0172,2.2089,,,
2009/10/15,1.2638,1.5224,1.6631,1.7339,1.7743,1.8734,2.0183,2.2112,,,
2009/10/16,1.2608,1.5223,1.6542,1.7306,1.7762,1.8754,2.0211,2.2139,,,
2009/10/19,1.2554,1.5271,1.6181,1.7291,1.7794,1.8775,2.0216,2.2152,,,
2009/10/20,1.2254,1.5098,1.5757,1.725,1.7812,1.8789,2.0221,2.2175,,,
2009/10/21,1.195,1.5329,1.5423,1.725,1.7818,1.8798,2.0254,2.2191,,,
2009/10/22,1.1917,1.5125,1.5182,1.723,1.7812,1.88,2.0274,2.2204,,,
2009/10/23,1.1867,1.4442,1.4738,1.7162,1.7821,1.8801,2.0293,2.2207,,,
2009/10/26,1.1758,1.4733,1.4842,1.7144,1.784,1.8802,2.0304,2.2209,,,
2009/10/27,1.1467,1.4376,1.4808,1.7133,1.7861,1.8806,2.0311,2.2213,,,
2009/10/28,1.1446,1.4687,1.4796,1.7095,1.7883,1.8806,2.0316,2.2216,,,
2009/10/29,1.1415,1.4525,1.4684,1.7074,1.7884,1.8813,2.0315,2.2219,,,
2009/10/30,1.1379,1.3683,1.4675,1.7072,1.7894,1.8816,2.032,2.2221,,,
2009/11/2,1.1358,1.34,1.4442,1.7076,1.7911,1.8816,2.0324,2.2226,,,
2009/11/3,1.1367,1.4658,1.4463,1.7097,1.792,1.8827,2.033,2.2231,,,
2009/11/4,1.1417,1.4038,1.4582,1.706,1.7927,1.8825,2.0333,2.2233,,,
2009/11/5,1.2129,1.4463,1.4896,1.7083,1.7933,1.8839,2.0342,2.2245,,,
2009/11/6,1.2146,1.4405,1.4928,1.7095,1.794,1.8843,2.0344,2.2245,,,
2009/11/9,1.2058,1.4558,1.4969,1.7075,1.7955,1.8852,2.0339,2.2251,,,
2009/11/10,1.2332,1.4807,1.5005,1.7082,1.7971,1.887,2.036,2.2269,,,
2009/11/11,1.2258,1.4592,1.4896,1.7064,1.7968,1.8876,2.0372,2.2275,,,
2009/11/12,1.2275,1.4651,1.4838,1.7075,1.7967,1.8877,2.0376,2.2277,,,
2009/11/13,1.2171,1.4708,1.4878,1.7069,1.7957,1.8878,2.0378,2.2277,,,
2009/11/16,1.2104,1.3567,1.4842,1.7071,1.7977,1.8894,2.0394,2.2302,,,
2009/11/17,1.2,1.4196,1.5156,1.7119,1.798,1.8906,2.0406,2.232,,,
2009/11/18,1.1946,1.4058,1.4764,1.7138,1.7985,1.8917,2.0415,2.2337,,,
2009/11/19,1.1938,1.3908,1.4641,1.7135,1.8007,1.8937,2.0434,2.2361,,,
2009/11/20,1.1925,1.4384,1.453,1.7175,1.8021,1.8946,2.0445,2.2367,,,
2009/11/23,1.1888,1.4608,1.4579,1.7184,1.8036,1.8951,2.0459,2.2369,,,
2009/11/24,1.1858,1.4025,1.4475,1.7223,1.804,1.8957,2.0461,2.2374,,,
2009/11/25,1.1879,1.4296,1.4485,1.7257,1.8044,1.8951,2.0461,2.2376,,,
2009/11/26,1.1863,1.4217,1.4367,1.7265,1.8031,1.8957,2.0453,2.2377,,,
2009/11/27,1.1871,1.4533,1.4642,1.7263,1.8047,1.8954,2.0457,2.2369,,,
2009/11/30,1.1892,1.469,1.499,1.7254,1.8064,1.8974,2.0463,2.2383,,,
2009/12/1,1.2525,1.4517,1.4966,1.7236,1.8082,1.898,2.0469,2.2388,,,
2009/12/2,1.2454,1.4675,1.5242,1.7248,1.8085,1.899,2.0463,2.2392,,,
2009/12/3,1.2333,1.4882,1.5223,1.7226,1.8092,1.8996,2.0465,2.2397,,,
2009/12/4,1.2183,1.4963,1.5163,1.7236,1.8102,1.8999,2.0466,2.24,,,
2009/12/7,1.2098,1.4892,1.5058,1.7239,1.8102,1.9,2.048,2.24,,,
2009/12/8,1.2054,1.4575,1.4978,1.7261,1.8114,1.9,2.0492,2.2409,,,
2009/12/9,1.1971,1.4767,1.5355,1.7281,1.812,1.9002,2.0498,2.2417,,,
2009/12/10,1.1875,1.4567,1.545,1.7275,1.8137,1.901,2.0503,2.2429,,,
2009/12/11,1.1763,1.4858,1.5559,1.7293,1.8152,1.9023,2.0511,2.2442,,,
2009/12/14,1.1733,1.4754,1.5493,1.7308,1.8157,1.9031,2.052,2.2451,,,
2009/12/15,1.1667,1.4525,1.5484,1.7339,1.8171,1.903,2.0523,2.2465,,,
2009/12/16,1.1625,1.4508,1.5483,1.7353,1.8183,1.9031,2.0527,2.248,,,
2009/12/17,1.165,1.4551,1.5513,1.7333,1.8189,1.9031,2.0529,2.2487,,,
2009/12/18,1.1669,1.4558,1.7217,1.733,1.8193,1.9031,2.053,2.2491,,,
2009/12/21,1.1613,1.4454,1.8025,1.7436,1.8194,1.9031,2.0531,2.2492,,,
2009/12/22,1.1529,1.447,1.7958,1.7509,1.8215,1.904,2.0539,2.2492,,,
2009/12/23,1.1554,1.4086,1.785,1.7644,1.8264,1.9053,2.0552,2.2497,,,
2009/12/24,1.1554,1.39,1.7779,1.7707,1.8292,1.9069,2.0559,2.25,,,
2009/12/25,1.15,1.4358,1.8333,1.7865,1.8284,1.9077,2.0576,2.2501,,,
2009/12/28,1.1529,1.5367,1.8108,1.7938,1.8305,1.9084,2.059,2.2501,,,
2009/12/29,1.1492,1.5788,1.7992,1.7975,1.8318,1.9095,2.0599,2.2502,,,
2009/12/30,1.1488,1.5808,1.765,1.799,1.8324,1.9098,2.0599,2.2502,,,
2009/12/31,1.1467,1.565,1.6825,1.7945,1.8319,1.91,2.06,2.2502,,,
2010/1/4,1.1175,1.4225,1.665,1.7728,1.8312,1.91,2.06,2.2502,,,
2010/1/5,1.115,1.4004,1.6023,1.758,1.8298,1.9109,2.06,2.2501,,,
2010/1/6,1.1183,1.4002,1.5696,1.7513,1.8288,1.9116,2.06,2.2501,,,
2010/1/7,1.0797,1.3942,1.4968,1.7444,1.8321,1.9155,2.0634,2.2551,,,
2010/1/8,1.0608,1.3993,1.4608,1.7463,1.8369,1.9203,2.0679,2.2594,,,
2010/1/11,1.0471,1.3696,1.4217,1.7401,1.8403,1.9232,2.0719,2.2629,,,
2010/1/12,1.0336,1.4354,1.4292,1.7392,1.8439,1.928,2.0779,2.2682,,,
2010/1/13,1.0854,1.395,1.4167,1.7426,1.8522,1.9384,2.0886,2.2802,,,
2010/1/14,1.0475,1.4475,1.4254,1.7448,1.8584,1.9421,2.0925,2.2869,,,
2010/1/15,1.0283,1.415,1.4213,1.7426,1.8649,1.9474,2.097,2.2916,,,
2010/1/18,1.0271,1.4042,1.4143,1.7371,1.8674,1.9534,2.1001,2.296,,,
2010/1/19,1.0271,1.3613,1.4185,1.7368,1.8723,1.9592,2.1073,2.3027,,,
2010/1/20,1.0275,1.4579,1.5221,1.7375,1.875,1.9638,2.1135,2.312,,,
2010/1/21,1.0283,1.4125,1.5183,1.7397,1.8819,1.9684,2.1202,2.3176,,,
2010/1/22,1.0423,1.4813,1.5274,1.7396,1.8866,1.9717,2.125,2.3213,,,
2010/1/25,1.1879,1.3892,1.5082,1.7431,1.889,1.9728,2.1278,2.3238,,,
2010/1/26,1.1958,1.5396,1.5404,1.7467,1.893,1.9746,2.1306,2.3261,,,
2010/1/27,1.315,1.5483,1.646,1.7563,1.8963,1.9787,2.1335,2.3286,,,
2010/1/28,1.3588,1.8508,1.865,1.8074,1.9017,1.9821,2.1381,2.3311,,,
2010/1/29,1.3592,1.8542,1.8633,1.8129,1.9048,1.9867,2.1403,2.3326,,,
2010/2/1,1.3546,1.8208,1.87,1.8311,1.9074,1.9887,2.1421,2.3332,,,
2010/2/2,1.3575,1.7892,1.8058,1.8421,1.9074,1.9866,2.1433,2.3339,,,
2010/2/3,1.3567,1.77,1.7904,1.8511,1.9081,1.9862,2.1442,2.3336,,,
2010/2/4,1.3575,1.7792,1.785,1.8503,1.9061,1.986,2.1433,2.334,,,
2010/2/5,1.3583,1.7292,1.7707,1.8545,1.9051,1.9859,2.1425,2.3348,,,
2010/2/8,1.3567,1.8158,1.8029,1.8539,1.9055,1.9859,2.1428,2.3359,,,
2010/2/9,1.405,1.8942,1.9067,1.881,1.9128,1.986,2.1431,2.337,,,
2010/2/10,1.4992,1.8358,1.945,1.8975,1.9203,1.9865,2.1433,2.3378,,,
2010/2/11,2.4967,2.7208,2.5719,2.065,1.9305,2.0026,2.1485,2.3445,,,
2010/2/12,2.2538,2.4833,2.1492,2.0106,1.928,2.0027,2.149,2.3473,,,
2010/2/20,1.9858,2.1104,2.039,2.0142,1.9327,2.0092,2.1517,2.351,,,
2010/2/21,1.4815,1.5058,1.6259,1.9191,1.9375,2.021,2.1508,2.3492,,,
2010/2/22,1.4313,1.4758,1.5025,1.8679,1.9365,2.0238,2.1513,2.3497,,,
2010/2/23,1.4321,1.5996,1.5222,1.8569,1.9351,2.0189,2.1513,2.3489,,,
2010/2/24,1.4375,1.65,1.5289,1.8569,1.9394,2.0166,2.1512,2.3496,,,
2010/2/25,1.4521,1.6829,1.6892,1.8533,1.9421,2.0156,2.1522,2.35,,,
2010/2/26,1.4315,1.6642,1.6758,1.8561,1.9443,2.0153,2.1531,2.3501,,,
2010/3/1,1.4295,1.6508,1.6483,1.844,1.9436,2.0138,2.1549,2.351,,,
2010/3/2,1.4242,1.718,1.6458,1.8358,1.9467,2.0154,2.1562,2.3518,,,
2010/3/3,1.4075,1.7388,1.6717,1.8341,1.9455,2.0169,2.1567,2.3522,,,
2010/3/4,1.4017,1.6783,1.7364,1.8363,1.9465,2.0172,2.1579,2.3525,,,
2010/3/5,1.3842,1.6879,1.7432,1.8361,1.9461,2.0169,2.158,2.3524,,,
2010/3/8,1.3785,1.6392,1.7358,1.8419,1.9433,2.0167,2.1573,2.3521,,,
2010/3/9,1.3663,1.6642,1.7233,1.8379,1.9453,2.0211,2.1571,2.352,,,
2010/3/10,1.3592,1.7058,1.7153,1.834,1.9436,2.0198,2.1576,2.352,,,
2010/3/11,1.3563,1.6846,1.692,1.8299,1.9419,2.0185,2.1579,2.3521,,,
2010/3/12,1.3446,1.6608,1.6811,1.8189,1.9416,2.0174,2.1581,2.3524,,,
2010/3/15,1.3375,1.65,1.6568,1.8019,1.9407,2.016,2.1573,2.352,,,
2010/3/16,1.3354,1.6313,1.666,1.7927,1.9405,2.0205,2.1576,2.3521,,,
2010/3/17,1.3275,1.6417,1.6493,1.7879,1.9406,2.0197,2.1575,2.3521,,,
2010/3/18,1.3246,1.6425,1.6497,1.7836,1.943,2.0193,2.1581,2.3526,,,
2010/3/19,1.3238,1.625,1.6366,1.7792,1.942,2.0183,2.158,2.3525,,,
2010/3/22,1.3163,1.5933,1.6113,1.7753,1.941,2.0178,2.1588,2.353,,,
2010/3/23,1.3146,1.5832,1.6279,1.7682,1.9413,2.0136,2.1587,2.3535,,,
2010/3/24,1.3133,1.5667,1.6404,1.7652,1.9415,2.0134,2.1585,2.353,,,
2010/3/25,1.3083,1.5596,1.6692,1.7629,1.9408,2.0123,2.1583,2.3528,,,
2010/3/26,1.3042,1.5586,1.6804,1.7603,1.9405,2.0133,2.1582,2.3525,,,
2010/3/29,1.3025,1.5499,1.6651,1.7532,1.943,2.0154,2.1582,2.3533,,,
2010/3/30,1.2946,1.6297,1.6594,1.7461,1.9408,2.0131,2.1582,2.3526,,,
2010/3/31,1.3388,1.6,1.6583,1.7403,1.9419,2.0123,2.1573,2.3525,,,
2010/4/1,1.3045,1.5733,1.629,1.7375,1.9394,2.0118,2.1565,2.3525,,,
2010/4/2,1.3125,1.5758,1.6165,1.7402,1.9378,2.0124,2.1561,2.3523,,,
2010/4/6,1.3096,1.5917,1.6154,1.7392,1.9395,2.0148,2.1569,2.3522,,,
2010/4/7,1.2971,1.6633,1.6421,1.7442,1.9409,2.0215,2.1581,2.3556,,,
2010/4/8,1.2925,1.68,1.65,1.7471,1.9401,2.026,2.1596,2.3583,,,
2010/4/9,1.2913,1.6742,1.6508,1.7475,1.9388,2.0304,2.1605,2.3595,,,
2010/4/12,1.2842,1.6458,1.6469,1.7471,1.9392,2.032,2.1615,2.3607,,,
2010/4/13,1.2833,1.6696,1.6814,1.7468,1.9396,2.0333,2.1619,2.361,,,
2010/4/14,1.2838,1.6454,1.6818,1.7474,1.9392,2.034,2.1629,2.3619,,,
2010/4/15,1.2813,1.6725,1.68,1.7478,1.94,2.0356,2.1639,2.3624,,,
2010/4/16,1.2874,1.6638,1.6725,1.7463,1.9418,2.0367,2.1648,2.3632,,,
2010/4/19,1.2875,1.6099,1.6536,1.7464,1.9413,2.0368,2.1656,2.3633,,,
2010/4/20,1.2896,1.6369,1.6569,1.7459,1.9412,2.0359,2.1659,2.3619,,,
2010/4/21,1.2917,1.6633,1.6644,1.7438,1.942,2.0351,2.1655,2.3615,,,
2010/4/22,1.2933,1.6396,1.6546,1.7406,1.938,2.0365,2.1643,2.3636,,,
2010/4/23,1.2888,1.6715,1.6586,1.7426,1.9384,2.038,2.166,2.365,,,
2010/4/26,1.2896,1.6471,1.6528,1.7473,1.9376,2.0384,2.1649,2.3656,,,
2010/4/27,1.3319,1.6383,1.6488,1.7465,1.9373,2.0374,2.164,2.3655,,,
2010/4/28,1.3425,1.6196,1.6446,1.7472,1.9364,2.0379,2.1636,2.3655,,,
2010/4/29,1.3529,1.6025,1.6371,1.7474,1.9394,2.04,2.1635,2.3664,,,
2010/4/30,1.3973,1.6079,1.6479,1.7562,1.9398,2.0402,2.1634,2.3665,,,
2010/5/4,1.3979,1.6017,1.6858,1.7614,1.941,2.0406,2.1632,2.3668,,,
2010/5/5,1.4093,1.6483,1.6725,1.7668,1.9433,2.0414,2.1632,2.3678,,,
2010/5/6,1.4088,1.6821,1.6854,1.7704,1.9465,2.0426,2.1634,2.3682,,,
2010/5/7,1.4088,1.7033,1.6938,1.7783,1.9479,2.0439,2.1633,2.3677,,,
2010/5/10,1.5054,1.7,1.705,1.7817,1.9489,2.0445,2.164,2.3684,,,
2010/5/11,1.5042,1.7042,1.708,1.7881,1.9478,2.0454,2.1641,2.3702,,,
2010/5/12,1.5008,1.7175,1.7108,1.7918,1.9459,2.0447,2.1646,2.368,,,
2010/5/13,1.4983,1.7279,1.7168,1.7938,1.9459,2.0443,2.1651,2.3685,,,
2010/5/14,1.5,1.747,1.7342,1.7954,1.9464,2.0451,2.1677,2.3695,,,
2010/5/17,1.5433,1.7346,1.7375,1.7986,1.9477,2.0456,2.1668,2.3698,,,
2010/5/18,1.5438,1.7392,1.7354,1.7988,1.9513,2.0453,2.1665,2.3677,,,
2010/5/19,1.5454,1.7683,1.74,1.8017,1.9497,2.0443,2.1667,2.3695,,,
2010/5/20,1.5502,1.7933,1.7775,1.8113,1.95,2.0443,2.1668,2.3698,,,
2010/5/21,1.6588,1.8058,1.8275,1.8715,1.9542,2.0455,2.1669,2.3679,,,
2010/5/24,1.7425,1.865,1.8704,1.943,1.9658,2.0527,2.1761,2.3749,,,
2010/5/25,1.855,1.9267,2.0419,2.0482,1.9923,2.0606,2.1838,2.381,,,
2010/5/26,2.1592,2.1721,2.1525,2.1917,2.0389,2.1079,2.2178,2.3958,,,
2010/5/27,2.32,2.4167,2.3211,2.3117,2.0677,2.134,2.232,2.4012,,,
2010/5/28,2.21,2.39,2.5028,2.3792,2.0925,2.1527,2.2474,2.414,,,
2010/5/31,2.3725,2.5033,2.6892,2.4967,2.1201,2.1771,2.2658,2.4238,,,
2010/6/1,2.7408,3.2008,3.045,2.9348,2.1885,2.2134,2.2979,2.4498,,,
2010/6/2,2.7654,3.2796,3.0842,3.0533,2.224,2.2448,2.3147,2.4571,,,
2010/6/3,2.7513,3.1946,3.1325,3.0633,2.2584,2.2699,2.3329,2.4669,,,
2010/6/4,2.1024,2.2078,2.4708,2.9692,2.2536,2.2783,2.3398,2.4741,,,
