,O/N,1W,2W,1M,3M,6M,9M,1Y,,,
2015/4/8,2.683,3.163,3.733,4.7616,4.8305,4.7773,4.7483,4.78,,,
2015/4/9,2.599,3.073,3.636,4.6475,4.8008,4.7762,4.7472,4.7798,,,
2015/4/10,2.489,2.97,3.534,4.5582,4.7821,4.7755,4.7468,4.7785,,,
2015/4/13,2.405,2.949,3.487,4.4983,4.7667,4.7733,4.7467,4.7774,,,
2015/4/14,2.372,2.92,3.436,4.442,4.7535,4.77,4.7467,4.7773,,,
2015/4/15,2.307,2.88,3.403,4.384,4.7365,4.769,4.7474,4.7773,,,
2015/4/16,2.298,2.884,3.392,4.346,4.72,4.7585,4.7467,4.7753,,,
2015/4/17,2.268,2.873,3.384,4.314,4.703,4.7485,4.7456,4.7758,,,
2015/4/20,2.087,2.732,3.291,4.146,4.6133,4.6978,4.7094,4.7553,,,
2015/4/21,2.002,2.62,3.172,4.015,4.4845,4.6461,4.6667,4.7265,,,
2015/4/22,1.949,2.567,3.144,3.908,4.4161,4.596,4.6298,4.6935,,,
2015/4/23,1.908,2.527,3.126,3.842,4.3431,4.539,4.604,4.6688,,,
2015/4/24,1.851,2.488,3.099,3.768,4.2641,4.5085,4.5895,4.643,,,
2015/4/27,1.806,2.451,3.099,3.6705,4.161,4.4676,4.5595,4.6278,,,
2015/4/28,1.759,2.438,3.084,3.5982,4.08,4.4035,4.53,4.6075,,,
2015/4/29,1.739,2.439,3.078,3.5295,4.035,4.3553,4.5102,4.5965,,,
2015/4/30,1.69,2.43,3.069,3.465,3.97,4.324,4.4905,4.5816,,,
2015/5/4,1.619,2.39,3.005,3.38,3.923,4.294,4.477,4.5628,,,
2015/5/5,1.564,2.368,2.947,3.302,3.8815,4.2565,4.4567,4.5455,,,
2015/5/6,1.523,2.369,2.94,3.267,3.846,4.23,4.4378,4.533,,,
2015/5/7,1.489,2.355,2.91,3.241,3.823,4.212,4.4198,4.515,,,
2015/5/8,1.443,2.334,2.834,3.211,3.7985,4.1831,4.396,4.5,,,
2015/5/11,1.345,2.245,2.639,3.12,3.735,4.125,4.335,4.453,,,
2015/5/12,1.29,2.197,2.635,3.083,3.681,4.09,4.292,4.415,,,
2015/5/13,1.247,2.149,2.596,3.042,3.634,4.046,4.2553,4.3845,,,
2015/5/14,1.182,2.056,2.536,2.957,3.482,3.962,4.1805,4.3115,,,
2015/5/15,1.078,1.962,2.4,2.802,3.323,3.875,4.097,4.241,,,
2015/5/18,1.052,1.92,2.384,2.664,3.2,3.772,4.022,4.171,,,
2015/5/19,1.033,1.925,2.37,2.57,3.156,3.7,3.979,4.115,,,
2015/5/20,1.032,1.932,2.38,2.514,3.071,3.648,3.939,4.024,,,
2015/5/21,1.033,1.944,2.369,2.457,3.014,3.595,3.9,3.948,,,
2015/5/22,1.037,1.966,2.295,2.389,2.959,3.561,3.8625,3.866,,,
2015/5/25,1.039,1.968,2.207,2.302,2.903,3.445,3.681,3.692,,,
2015/5/26,1.04,1.9688,2.205,2.268,2.881,3.344,3.538,3.574,,,
2015/5/27,1.04,1.967,2.227,2.273,2.869,3.277,3.453,3.511,,,
2015/5/28,1.043,1.952,2.238,2.271,2.865,3.232,3.402,3.463,,,
2015/5/29,1.039,1.972,2.251,2.276,2.864,3.211,3.376,3.444,,,
2015/6/1,1.027,1.963,2.254,2.29,2.8565,3.197,3.356,3.43,,,
2015/6/2,1.034,1.977,2.351,2.296,2.862,3.189,3.347,3.4175,,,
2015/6/3,1.039,2.057,2.518,2.326,2.871,3.191,3.337,3.408,,,
2015/6/4,1.047,2.122,2.633,2.354,2.8825,3.1953,3.337,3.402,,,
2015/6/5,1.051,2.07,2.471,2.365,2.885,3.197,3.338,3.4,,,
2015/6/8,1.061,2.043,2.411,2.548,2.887,3.197,3.334,3.4,,,
2015/6/9,1.071,2.049,2.433,2.647,2.902,3.197,3.331,3.4,,,
2015/6/10,1.083,2.052,2.41,2.767,2.902,3.19,3.318,3.4,,,
2015/6/11,1.09,2.063,2.436,2.84,2.909,3.186,3.306,3.4,,,
2015/6/12,1.104,2.085,2.6,3.057,2.921,3.184,3.3,3.4,,,
2015/6/15,1.121,2.11,2.704,3.098,2.96,3.1815,3.297,3.4,,,
2015/6/16,1.131,2.143,2.729,3.099,2.981,3.1823,3.297,3.4,,,
2015/6/17,1.151,2.238,2.793,3.108,2.999,3.1823,3.2958,3.4,,,
2015/6/18,1.202,2.478,2.96,3.308,3.054,3.1853,3.2956,3.4,,,
2015/6/19,1.267,2.674,3.154,3.359,3.105,3.1896,3.2957,3.4,,,
2015/6/23,1.295,2.675,3.274,3.361,3.173,3.193,3.2967,3.4,,,
2015/6/24,1.338,2.808,3.45,3.446,3.211,3.197,3.2978,3.4,,,
2015/6/25,1.357,2.884,3.6,3.571,3.25,3.199,3.2988,3.4,,,
2015/6/26,1.357,2.921,3.593,3.634,3.277,3.199,3.299,3.4,,,
2015/6/29,1.34,2.84,3.504,3.58,3.248,3.184,3.283,3.392,,,
2015/6/30,1.257,2.652,3.213,3.521,3.233,3.18,3.281,3.392,,,
2015/7/1,1.163,2.602,3.113,3.373,3.213,3.174,3.2755,3.3865,,,
2015/7/2,1.1608,2.712,3.272,3.314,3.212,3.1696,3.272,3.387,,,
2015/7/3,1.159,2.802,3.228,3.274,3.202,3.1681,3.2686,3.387,,,
2015/7/6,1.167,2.661,3.153,3.215,3.203,3.166,3.266,3.387,,,
2015/7/7,1.176,2.61,3.072,3.181,3.192,3.1638,3.2638,3.386,,,
2015/7/8,1.187,2.589,3.032,3.155,3.186,3.1635,3.2625,3.3858,,,
2015/7/9,1.198,2.578,2.986,3.14,3.182,3.1615,3.2614,3.3867,,,
2015/7/10,1.21,2.575,2.972,3.125,3.177,3.1602,3.2603,3.3868,,,
2015/7/13,1.224,2.553,2.942,3.109,3.1709,3.1601,3.2601,3.3897,,,
2015/7/14,1.238,2.556,2.944,3.102,3.1642,3.1601,3.26,3.3901,,,
2015/7/15,1.245,2.55,2.948,3.0785,3.1598,3.1601,3.2601,3.3911,,,
2015/7/16,1.263,2.481,2.946,3.053,3.155,3.1601,3.26,3.3912,,,
2015/7/17,1.282,2.464,2.942,3.051,3.152,3.1601,3.26,3.3912,,,
2015/7/20,1.29,2.449,2.916,3.0322,3.1505,3.1601,3.26,3.3912,,,
2015/7/21,1.304,2.458,2.911,3.017,3.1512,3.1611,3.2601,3.3912,,,
2015/7/22,1.323,2.478,2.917,3.018,3.1563,3.1642,3.2601,3.3912,,,
2015/7/23,1.332,2.54,2.918,3.02,3.16,3.1647,3.2601,3.3912,,,
2015/7/24,1.337,2.559,2.902,3.012,3.1635,3.1656,3.26,3.3922,,,
2015/7/27,1.374,2.559,2.911,3.037,3.1645,3.1708,3.26,3.3923,,,
2015/7/28,1.388,2.552,2.904,3.03,3.1638,3.1753,3.2601,3.3924,,,
2015/7/29,1.427,2.514,2.872,3.013,3.1635,3.1767,3.26,3.3923,,,
2015/7/30,1.448,2.502,2.772,3.008,3.1605,3.1768,3.26,3.3924,,,
2015/7/31,1.47,2.509,2.754,2.988,3.1575,3.1758,3.26,3.3924,,,
2015/8/3,1.488,2.495,2.722,2.971,3.153,3.1807,3.26,3.3924,,,
2015/8/4,1.497,2.483,2.695,2.904,3.15,3.1845,3.26,3.3924,,,
2015/8/5,1.508,2.471,2.693,2.844,3.143,3.1927,3.26,3.3934,,,
2015/8/6,1.517,2.449,2.673,2.799,3.137,3.199,3.26,3.3935,,,
2015/8/7,1.529,2.453,2.62,2.754,3.127,3.2042,3.26,3.3935,,,
2015/8/10,1.557,2.455,2.579,2.711,3.1223,3.201,3.26,3.3935,,,
2015/8/11,1.586,2.463,2.569,2.668,3.118,3.2006,3.26,3.3935,,,
2015/8/12,1.614,2.472,2.56,2.646,3.1125,3.2003,3.26,3.3925,,,
2015/8/13,1.641,2.481,2.556,2.646,3.101,3.2003,3.26,3.3925,,,
2015/8/14,1.667,2.495,2.575,2.671,3.097,3.2003,3.26,3.3925,,,
2015/8/17,1.701,2.517,2.598,2.691,3.091,3.2052,3.26,3.3925,,,
2015/8/18,1.745,2.531,2.605,2.699,3.093,3.2037,3.2642,3.3945,,,
2015/8/19,1.788,2.546,2.652,2.707,3.094,3.207,3.2655,3.3947,,,
2015/8/20,1.83,2.586,2.69,2.759,3.093,3.2135,3.2735,3.3957,,,
2015/8/21,1.847,2.599,2.711,2.789,3.09,3.2235,3.275,3.3987,,,
2015/8/24,1.866,2.597,2.713,2.81,3.09,3.233,3.283,3.4,,,
2015/8/25,1.879,2.593,2.729,2.858,3.091,3.243,3.2865,3.4,,,
2015/8/26,1.786,2.429,2.73,2.951,3.0975,3.2575,3.2825,3.4,,,
2015/8/27,1.759,2.398,2.785,2.958,3.096,3.259,3.2865,3.4,,,
2015/8/28,1.774,2.392,2.91,2.999,3.098,3.2595,3.2895,3.4,,,
2015/8/31,1.801,2.398,2.947,3.034,3.1,3.2645,3.2935,3.401,,,
2015/9/1,1.821,2.41,2.976,3.052,3.1026,3.271,3.3018,3.404,,,
2015/9/2,2.031,2.421,2.978,3.052,3.1026,3.2715,3.304,3.401,,,
2015/9/6,1.901,2.41,2.951,3.05,3.104,3.2738,3.3052,3.401,,,
2015/9/7,1.904,2.41,2.945,3.04,3.099,3.2739,3.3072,3.401,,,
2015/9/8,1.897,2.402,2.724,3.018,3.095,3.288,3.3112,3.409,,,
2015/9/9,1.896,2.398,2.65,3.01,3.092,3.301,3.3146,3.4143,,,
2015/9/10,1.899,2.4,2.616,3.008,3.093,3.302,3.318,3.41,,,
2015/9/11,1.9001,2.403,2.641,3.005,3.097,3.311,3.3235,3.411,,,
2015/9/14,1.899,2.394,2.622,3.003,3.106,3.3105,3.325,3.411,,,
2015/9/15,1.899,2.392,2.607,3.005,3.113,3.319,3.3305,3.412,,,
2015/9/16,1.9,2.391,2.593,3.018,3.116,3.324,3.3335,3.413,,,
2015/9/17,1.899,2.391,2.591,3.037,3.1268,3.3242,3.3335,3.413,,,
2015/9/18,1.9,2.39,2.609,3.053,3.1355,3.3257,3.3346,3.413,,,
2015/9/21,1.901,2.391,2.653,3.071,3.141,3.327,3.336,3.413,,,
2015/9/22,1.908,2.397,2.682,3.075,3.1448,3.332,3.341,3.413,,,
2015/9/23,1.908,2.401,2.705,3.086,3.1468,3.336,3.3436,3.413,,,
2015/9/24,1.909,2.48,2.697,3.094,3.1518,3.3405,3.346,3.413,,,
2015/9/25,1.907,2.447,2.727,3.087,3.153,3.3418,3.3492,3.413,,,
2015/9/28,1.91,2.431,2.74,3.088,3.152,3.3398,3.3515,3.413,,,
2015/9/29,1.907,2.419,2.744,3.091,3.153,3.3436,3.3517,3.413,,,
2015/9/30,1.989,2.408,2.763,3.091,3.153,3.341,3.3517,3.413,,,
2015/10/8,1.909,2.4,2.747,3.092,3.1515,3.3408,3.3517,3.414,,,
2015/10/9,1.906,2.4,2.75,3.095,3.1585,3.3458,3.3587,3.414,,,
2015/10/10,1.904,2.401,2.748,3.095,3.1656,3.3509,3.3645,3.414,,,
2015/10/12,1.902,2.397,2.745,3.094,3.173,3.3526,3.3627,3.414,,,
2015/10/13,1.9,2.397,2.744,3.09,3.1825,3.3481,3.361,3.413,,,
2015/10/14,1.9,2.397,2.742,3.087,3.186,3.353,3.361,3.414,,,
2015/10/15,1.901,2.397,2.737,3.074,3.1846,3.3525,3.361,3.415,,,
2015/10/16,1.899,2.394,2.734,3.066,3.1826,3.346,3.36,3.415,,,
2015/10/19,1.902,2.395,2.733,3.057,3.1783,3.35,3.361,3.416,,,
2015/10/20,1.903,2.394,2.729,3.049,3.175,3.351,3.361,3.418,,,
2015/10/21,1.905,2.394,2.73,3.034,3.169,3.351,3.361,3.419,,,
2015/10/22,1.904,2.396,2.733,3.03,3.157,3.351,3.361,3.418,,,
2015/10/23,1.909,2.401,2.73,3.023,3.144,3.351,3.361,3.418,,,
2015/10/26,1.84,2.338,2.689,2.888,3.084,3.298,3.328,3.392,,,
2015/10/27,1.8,2.297,2.645,2.824,3.047,3.272,3.318,3.384,,,
2015/10/28,1.796,2.292,2.641,2.796,3.038,3.249,3.304,3.371,,,
2015/10/29,1.798,2.291,2.642,2.786,3.036,3.238,3.293,3.364,,,
2015/10/30,1.798,2.291,2.64,2.7645,3.036,3.2265,3.28,3.3575,,,
2015/11/2,1.793,2.291,2.639,2.755,3.042,3.222,3.271,3.355,,,
2015/11/3,1.792,2.29,2.634,2.747,3.0425,3.217,3.265,3.354,,,
2015/11/4,1.79,2.293,2.633,2.737,3.0415,3.213,3.262,3.351,,,
2015/11/5,1.787,2.288,2.628,2.733,3.0405,3.205,3.257,3.35,,,
2015/11/6,1.787,2.285,2.628,2.719,3.0355,3.2,3.253,3.35,,,
2015/11/9,1.786,2.285,2.624,2.711,3.033,3.198,3.25,3.35,,,
2015/11/10,1.783,2.28,2.624,2.706,3.034,3.199,3.25,3.351,,,
2015/11/11,1.782,2.279,2.623,2.705,3.034,3.2,3.25,3.35,,,
2015/11/12,1.784,2.279,2.619,2.7,3.034,3.2,3.25,3.35,,,
2015/11/13,1.786,2.278,2.617,2.697,3.034,3.2,3.25,3.3508,,,
2015/11/16,1.784,2.279,2.617,2.697,3.038,3.2,3.25,3.3508,,,
2015/11/17,1.782,2.278,2.619,2.692,3.04,3.198,3.25,3.35,,,
2015/11/18,1.781,2.279,2.621,2.695,3.0441,3.198,3.25,3.35,,,
2015/11/19,1.785,2.28,2.622,2.698,3.044,3.197,3.25,3.35,,,
2015/11/20,1.784,2.282,2.623,2.7,3.044,3.198,3.25,3.35,,,
2015/11/23,1.785,2.283,2.633,2.701,3.046,3.2,3.25,3.3503,,,
2015/11/24,1.785,2.285,2.637,2.7,3.05,3.2,3.25,3.3503,,,
2015/11/25,1.785,2.286,2.637,2.7,3.05,3.2,3.25,3.35,,,
2015/11/26,1.785,2.289,2.637,2.7,3.05,3.2,3.25,3.3503,,,
2015/11/27,1.786,2.293,2.638,2.7,3.05,3.2,3.25,3.35,,,
2015/11/30,1.788,2.299,2.639,2.7,3.05,3.2,3.25,3.35,,,
2015/12/1,1.788,2.294,2.64,2.7,3.047,3.2,3.25,3.35,,,
2015/12/2,1.786,2.293,2.638,2.7,3.042,3.2,3.25,3.35,,,
2015/12/3,1.787,2.292,2.636,2.7,3.043,3.2,3.25,3.35,,,
2015/12/4,1.787,2.293,2.632,2.7,3.043,3.2,3.25,3.35,,,
2015/12/7,1.784,2.291,2.635,2.7,3.048,3.2,3.25,3.35,,,
2015/12/8,1.786,2.292,2.641,2.7,3.051,3.2,3.25,3.35,,,
2015/12/9,1.789,2.294,2.64,2.7,3.047,3.2,3.25,3.35,,,
2015/12/10,1.789,2.297,2.641,2.701,3.046,3.2,3.25,3.35,,,
2015/12/11,1.788,2.302,2.642,2.701,3.051,3.2,3.25,3.35,,,
2015/12/14,1.788,2.303,2.64,2.7,3.0461,3.2,3.25,3.35,,,
2015/12/15,1.788,2.299,2.64,2.721,3.051,3.2,3.25,3.35,,,
2015/12/16,1.79,2.301,2.638,2.742,3.0475,3.2,3.25,3.35,,,
2015/12/17,1.793,2.299,2.639,2.762,3.0481,3.2,3.25,3.35,,,
2015/12/18,1.816,2.318,2.685,2.822,3.0501,3.2,3.25,3.35,,,
2015/12/21,1.843,2.334,2.741,2.891,3.0551,3.2,3.25,3.3503,,,
2015/12/22,1.875,2.342,2.769,2.944,3.0611,3.2,3.25,3.35,,,
2015/12/23,1.903,2.348,2.824,2.987,3.0735,3.2,3.25,3.35,,,
2015/12/24,1.924,2.348,2.863,3,3.0774,3.2,3.25,3.35,,,
2015/12/25,1.934,2.355,2.899,3.004,3.0825,3.2,3.25,3.35,,,
2015/12/28,1.939,2.354,2.917,3.0065,3.0878,3.2,3.25,3.35,,,
2015/12/29,1.935,2.352,2.93,3.005,3.0882,3.2,3.25,3.35,,,
2015/12/30,1.935,2.352,2.918,3.004,3.0882,3.2,3.25,3.35,,,
2015/12/31,1.991,2.355,2.947,3.002,3.0852,3.2,3.25,3.35,,,
2016/1/4,1.995,2.335,2.904,3.001,3.086,3.2,3.25,3.35,,,
2016/1/5,1.998,2.33,2.902,3.001,3.086,3.2,3.25,3.35,,,
2016/1/6,1.98,2.322,2.9,3,3.082,3.194,3.25,3.347,,,
2016/1/7,1.966,2.313,2.895,2.9995,3.0746,3.191,3.25,3.346,,,
2016/1/8,1.958,2.308,2.867,2.999,3.067,3.1856,3.249,3.345,,,
2016/1/11,1.951,2.303,2.817,2.998,3.0585,3.1783,3.248,3.344,,,
2016/1/12,1.951,2.3,2.798,2.998,3.053,3.172,3.246,3.34,,,
2016/1/13,1.95,2.3,2.773,2.967,3.041,3.163,3.24,3.3345,,,
2016/1/14,1.95,2.3,2.756,2.931,3.027,3.152,3.232,3.318,,,
2016/1/15,1.956,2.303,2.738,2.899,3.008,3.136,3.211,3.295,,,
2016/1/18,1.954,2.308,2.73,2.886,2.985,3.118,3.188,3.2705,,,
2016/1/19,1.959,2.316,2.726,2.881,2.976,3.105,3.174,3.25,,,
2016/1/20,1.983,2.341,2.729,2.874,2.9705,3.104,3.172,3.253,,,
2016/1/21,2.014,2.405,2.812,2.918,2.986,3.103,3.174,3.253,,,
2016/1/22,2.028,2.4,2.836,2.99,3.031,3.113,3.178,3.256,,,
2016/1/25,2.009,2.376,2.843,3.019,3.0415,3.118,3.18,3.259,,,
2016/1/26,1.997,2.363,2.9,3.057,3.073,3.1235,3.1842,3.2682,,,
2016/1/27,1.995,2.359,2.931,3.092,3.104,3.121,3.181,3.265,,,
2016/1/28,1.992,2.362,2.945,3.134,3.107,3.1205,3.1806,3.265,,,
2016/1/29,1.989,2.33,2.916,3.168,3.103,3.1225,3.1836,3.265,,,
2016/2/1,1.987,2.444,2.875,3.127,3.082,3.1188,3.184,3.265,,,
2016/2/2,1.984,2.455,2.892,3.101,3.081,3.1195,3.184,3.265,,,
2016/2/3,1.983,2.453,2.894,3.095,3.071,3.113,3.178,3.262,,,
2016/2/4,1.983,2.455,2.903,3.089,3.061,3.109,3.177,3.253,,,
2016/2/5,1.984,2.448,2.897,3.079,3.06,3.108,3.1742,3.25,,,
2016/2/6,2.281,2.353,2.853,3.044,3.058,3.1075,3.169,3.251,,,
2016/2/14,1.978,2.313,2.57,2.999,3.0495,3.1065,3.1665,3.251,,,
2016/2/15,1.977,2.3,2.54,2.979,3.041,3.104,3.163,3.25,,,
2016/2/16,1.974,2.297,2.519,2.957,3.029,3.1,3.158,3.25,,,
2016/2/17,1.968,2.297,2.52,2.938,3.014,3.1,3.156,3.25,,,
2016/2/18,1.951,2.285,2.506,2.884,3.004,3.1,3.155,3.25,,,
2016/2/19,1.938,2.286,2.474,2.839,2.967,3.074,3.139,3.234,,,
2016/2/22,1.934,2.286,2.46,2.801,2.947,3.056,3.123,3.219,,,
2016/2/23,1.933,2.283,2.464,2.775,2.927,3.0402,3.11,3.21,,,
2016/2/24,1.956,2.295,2.48,2.759,2.901,3.0255,3.103,3.204,,,
2016/2/25,2.004,2.321,2.517,2.757,2.899,3.0252,3.097,3.197,,,
2016/2/26,2.048,2.345,2.622,2.785,2.899,3.03,3.097,3.192,,,
2016/2/29,2.007,2.335,2.678,2.8,2.899,3.022,3.089,3.186,,,
2016/3/1,1.968,2.308,2.695,2.795,2.8835,3.01,3.078,3.1735,,,
2016/3/2,1.962,2.3,2.658,2.738,2.857,2.996,3.068,3.145,,,
2016/3/3,1.957,2.297,2.613,2.716,2.84,2.993,3.057,3.134,,,
2016/3/4,1.95,2.295,2.592,2.703,2.832,2.989,3.051,3.125,,,
2016/3/7,1.951,2.294,2.581,2.696,2.823,2.98,3.044,3.121,,,
2016/3/8,1.95,2.293,2.574,2.689,2.814,2.976,3.033,3.112,,,
2016/3/9,1.95,2.292,2.57,2.683,2.807,2.972,3.026,3.106,,,
2016/3/10,1.947,2.28,2.568,2.678,2.804,2.959,3.02,3.101,,,
2016/3/11,1.945,2.282,2.561,2.666,2.799,2.949,3.016,3.0955,,,
2016/3/14,1.949,2.281,2.556,2.659,2.793,2.94,3.014,3.093,,,
2016/3/15,1.953,2.281,2.558,2.659,2.793,2.936,3.011,3.091,,,
2016/3/16,1.956,2.282,2.552,2.6585,2.793,2.9302,3.011,3.09,,,
2016/3/17,1.97,2.288,2.551,2.662,2.791,2.916,3.003,3.078,,,
2016/3/18,1.99,2.295,2.553,2.662,2.793,2.902,2.995,3.0685,,,
2016/3/21,1.998,2.302,2.606,2.692,2.795,2.892,2.992,3.0635,,,
2016/3/22,2.007,2.305,2.616,2.699,2.797,2.887,2.985,3.058,,,
2016/3/23,2,2.301,2.625,2.7025,2.798,2.884,2.98,3.0555,,,
2016/3/24,1.995,2.297,2.627,2.704,2.799,2.8792,2.978,3.055,,,
2016/3/25,1.989,2.3,2.635,2.702,2.797,2.87,2.9746,3.055,,,
2016/3/28,1.992,2.301,2.657,2.706,2.797,2.868,2.971,3.055,,,
2016/3/29,1.996,2.303,2.678,2.729,2.8002,2.866,2.97,3.054,,,
2016/3/30,2.004,2.312,2.73,2.7665,2.8115,2.869,2.97,3.052,,,
2016/3/31,2.017,2.325,2.788,2.807,2.8248,2.87,2.97,3.051,,,
2016/4/1,2.014,2.32,2.821,2.816,2.8385,2.872,2.969,3.051,,,
2016/4/5,1.993,2.302,2.812,2.8212,2.846,2.878,2.9683,3.05,,,
2016/4/6,1.983,2.294,2.763,2.8068,2.845,2.8805,2.968,3.049,,,
2016/4/7,1.9783,2.289,2.745,2.8,2.847,2.8825,2.968,3.048,,,
2016/4/8,1.98,2.287,2.741,2.798,2.8455,2.8828,2.966,3.047,,,
2016/4/11,1.985,2.291,2.738,2.797,2.8485,2.885,2.965,3.042,,,
2016/4/12,1.993,2.295,2.737,2.797,2.847,2.8875,2.965,3.043,,,
2016/4/13,1.996,2.302,2.739,2.799,2.8485,2.8905,2.966,3.042,,,
2016/4/14,1.999,2.304,2.741,2.799,2.8487,2.8928,2.967,3.042,,,
2016/4/15,1.995,2.301,2.743,2.799,2.848,2.894,2.967,3.044,,,
2016/4/18,1.998,2.302,2.742,2.799,2.848,2.893,2.967,3.042,,,
2016/4/19,2.004,2.305,2.743,2.8,2.85,2.894,2.9675,3.043,,,
2016/4/20,2.018,2.322,2.751,2.803,2.851,2.894,2.967,3.042,,,
2016/4/21,2.029,2.332,2.757,2.8055,2.861,2.8965,2.967,3.042,,,
2016/4/22,2.038,2.334,2.77,2.8115,2.868,2.9025,2.9676,3.042,,,
2016/4/25,2.045,2.342,2.787,2.823,2.8735,2.904,2.967,3.042,,,
2016/4/26,2.036,2.341,2.795,2.829,2.8775,2.907,2.9708,3.042,,,
2016/4/27,2.024,2.346,2.801,2.833,2.883,2.912,2.9712,3.042,,,
2016/4/28,2.021,2.368,2.812,2.8415,2.8925,2.9166,2.9712,3.042,,,
2016/4/29,2.049,2.386,2.823,2.853,2.908,2.927,2.975,3.042,,,
2016/5/3,2.0033,2.34,2.8011,2.8489,2.9044,2.93,2.9767,3.0422,,,
2016/5/4,2,2.328,2.797,2.845,2.899,2.933,2.977,3.042,,,
2016/5/5,2.001,2.329,2.794,2.846,2.896,2.9345,2.977,3.042,,,
2016/5/6,2,2.326,2.794,2.842,2.894,2.9335,2.977,3.042,,,
2016/5/9,1.999,2.323,2.79,2.841,2.892,2.9325,2.977,3.042,,,
2016/5/10,1.999,2.323,2.792,2.841,2.892,2.9345,2.977,3.042,,,
2016/5/11,1.999,2.324,2.789,2.838,2.894,2.9385,2.978,3.043,,,
2016/5/12,2,2.325,2.787,2.835,2.8955,2.9418,2.979,3.044,,,
2016/5/13,2.002,2.324,2.785,2.834,2.9035,2.9452,2.979,3.045,,,
2016/5/16,2.005,2.327,2.786,2.834,2.9075,2.9516,2.981,3.047,,,
2016/5/17,2.011,2.331,2.785,2.835,2.9158,2.9552,2.9812,3.049,,,
2016/5/18,2.011,2.332,2.782,2.839,2.9227,2.9636,2.9822,3.05,,,
2016/5/19,2.01,2.331,2.783,2.837,2.9273,2.9655,2.9823,3.05,,,
2016/5/20,2.008,2.331,2.782,2.839,2.9288,2.9716,2.9843,3.05,,,
2016/5/23,2.004,2.33,2.779,2.84,2.93,2.9762,2.9865,3.05,,,
2016/5/24,2.002,2.33,2.778,2.842,2.933,2.9807,2.9908,3.05,,,
2016/5/25,2.001,2.331,2.779,2.842,2.9385,2.982,2.993,3.05,,,
2016/5/26,2.001,2.332,2.775,2.845,2.941,2.981,2.993,3.05,,,
2016/5/27,2.001,2.333,2.777,2.846,2.942,2.9822,2.992,3.05,,,
2016/5/30,2.002,2.334,2.776,2.846,2.9455,2.9822,2.992,3.05,,,
2016/5/31,2.01,2.338,2.771,2.846,2.946,2.9822,2.992,3.05,,,
2016/6/1,2.006,2.337,2.762,2.842,2.946,2.9823,2.992,3.05,,,
2016/6/2,2.004,2.342,2.763,2.838,2.946,2.9823,2.992,3.05,,,
2016/6/3,1.999,2.338,2.757,2.835,2.947,2.9833,2.993,3.05,,,
2016/6/6,1.998,2.337,2.757,2.839,2.946,2.9833,2.992,3.05,,,
2016/6/7,2,2.34,2.754,2.838,2.946,2.9834,2.9935,3.05,,,
2016/6/8,2,2.341,2.752,2.838,2.946,2.982,2.993,3.05,,,
2016/6/12,2,2.343,2.741,2.842,2.946,2.982,2.993,3.05,,,
2016/6/13,2,2.342,2.737,2.844,2.9476,2.9833,2.993,3.05,,,
2016/6/14,2,2.341,2.731,2.844,2.9508,2.9834,2.9944,3.05,,,
2016/6/15,2,2.341,2.725,2.844,2.9521,2.9834,2.994,3.05,,,
2016/6/16,2.002,2.343,2.726,2.8535,2.9523,2.9834,2.9945,3.05,,,
2016/6/17,2.005,2.346,2.738,2.859,2.9568,2.9844,2.9945,3.05,,,
2016/6/20,2.01,2.351,2.744,2.8675,2.9572,2.9845,2.9945,3.051,,,
2016/6/21,2.019,2.354,2.751,2.8728,2.9573,2.9845,2.9945,3.051,,,
2016/6/22,2.027,2.355,2.759,2.8768,2.9593,2.9835,2.9945,3.051,,,
2016/6/23,2.032,2.358,2.776,2.8813,2.9605,2.9835,2.9945,3.051,,,
2016/6/24,2.035,2.371,2.784,2.8852,2.9626,2.9825,2.9985,3.051,,,
2016/6/27,2.038,2.375,2.792,2.8886,2.9618,2.9845,3.0019,3.051,,,
2016/6/28,2.04,2.381,2.796,2.8899,2.9638,2.9845,3.0012,3.051,,,
2016/6/29,2.038,2.386,2.8,2.89,2.9639,2.9865,3.0012,3.051,,,
2016/6/30,2.037,2.385,2.8,2.887,2.9659,2.9887,3.0012,3.05,,,
2016/7/1,2.027,2.365,2.801,2.877,2.9661,2.9899,3.0012,3.05,,,
2016/7/4,2.014,2.355,2.794,2.869,2.9672,2.99,3.0012,3.05,,,
2016/7/5,2.007,2.344,2.786,2.86,2.9605,2.99,3.0012,3.05,,,
2016/7/6,1.999,2.337,2.774,2.856,2.953,2.989,3,3.05,,,
2016/7/7,1.997,2.33,2.76,2.8535,2.9455,2.987,3,3.05,,,
2016/7/8,1.996,2.327,2.753,2.8495,2.936,2.983,3,3.05,,,
2016/7/11,1.996,2.323,2.741,2.845,2.931,2.9775,2.999,3.05,,,
2016/7/12,1.994,2.319,2.732,2.837,2.924,2.975,2.997,3.05,,,
2016/7/13,1.993,2.313,2.718,2.823,2.907,2.9715,2.996,3.049,,,
2016/7/14,1.993,2.31,2.703,2.81,2.888,2.966,2.994,3.047,,,
2016/7/15,1.996,2.308,2.693,2.803,2.877,2.964,2.986,3.047,,,
2016/7/18,1.996,2.307,2.688,2.799,2.87,2.959,2.985,3.048,,,
2016/7/19,2.003,2.308,2.684,2.795,2.865,2.957,2.985,3.048,,,
2016/7/20,2.005,2.308,2.679,2.794,2.8615,2.956,2.985,3.045,,,
