,code,day,direction,rank,abnormal_code,abnormal_name,sales_depart_name,buy_value,sell_value,total_value,net_value,amount
98703,000677.SZ,2013/1/4,BUY,3,106010,连续三个交易日内涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,华泰证券股份有限公司武汉西马路证券营业部,1441593,0,1441593,1441593,29825508
98426,300316.SZ,2013/1/4,BUY,4,106001,涨幅偏离值达7%的证券,华泰证券股份有限公司扬州文昌中路证券营业部,2538279,8369,2546648,2529910,208416523
98625,002151.SZ,2013/1/4,SELL,5,106006,连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,华泰证券股份有限公司扬州文昌中路证券营业部,11149290,11508188,22657478,-358898,1076972325
98398,600532.SH,2013/1/4,BUY,2,106001,涨幅偏离值达7%的证券,华鑫证券有限责任公司上海茅台路证券营业部,7487098,,,,92539704
98484,300251.SZ,2013/1/4,SELL,3,106004,换手率达20%的证券,机构专用,0,29139830,29139830,-29139830,732502149
98486,300251.SZ,2013/1/4,SELL,2,106004,换手率达20%的证券,机构专用,0,29483552,29483552,-29483552,732502149
98488,300251.SZ,2013/1/4,SELL,1,106004,换手率达20%的证券,机构专用,0,70062557,70062557,-70062557,732502149
98451,300295.SZ,2013/1/4,SELL,3,106001,涨幅偏离值达7%的证券,机构专用,0,5929000,5929000,-5929000,168894660
98455,300295.SZ,2013/1/4,SELL,1,106001,涨幅偏离值达7%的证券,机构专用,0,11092405,11092405,-11092405,168894660
98460,300291.SZ,2013/1/4,SELL,5,106001,涨幅偏离值达7%的证券,机构专用,0,2354000,2354000,-2354000,141198339
98462,300291.SZ,2013/1/4,SELL,3,106001,涨幅偏离值达7%的证券,机构专用,0,2431767,2431767,-2431767,141198339
98466,300291.SZ,2013/1/4,SELL,1,106001,涨幅偏离值达7%的证券,机构专用,0,4885931,4885931,-4885931,141198339
98444,300298.SZ,2013/1/4,SELL,1,106001,涨幅偏离值达7%的证券,机构专用,0,15737706,15737706,-15737706,224733618
98442,300298.SZ,2013/1/4,SELL,2,106001,涨幅偏离值达7%的证券,机构专用,0,12028039,12028039,-12028039,224733618
98436,300298.SZ,2013/1/4,SELL,4,106001,涨幅偏离值达7%的证券,机构专用,0,8107349,8107349,-8107349,224733618
98439,300298.SZ,2013/1/4,SELL,5,106001,涨幅偏离值达7%的证券,机构专用,0,6213423,6213423,-6213423,224733618
98440,300298.SZ,2013/1/4,SELL,3,106001,涨幅偏离值达7%的证券,机构专用,0,10017511,10017511,-10017511,224733618
98545,002671.SZ,2013/1/4,SELL,1,106001,涨幅偏离值达7%的证券,机构专用,0,6829402,6829402,-6829402,190670983
98402,300353.SZ,2013/1/4,BUY,1,106004,换手率达20%的证券,机构专用,5347860,0,5347860,5347860,131245309
98546,002671.SZ,2013/1/4,BUY,1,106001,涨幅偏离值达7%的证券,机构专用,10102528,0,10102528,10102528,190670983
98548,002671.SZ,2013/1/4,SELL,3,106001,涨幅偏离值达7%的证券,机构专用,0,3538372,3538372,-3538372,190670983
98689,000750.SZ,2013/1/4,SELL,4,106004,换手率达20%的证券,机构专用,0,7785492,7785492,-7785492,1267414357
98679,000799.SZ,2013/1/4,BUY,2,106004,换手率达20%的证券,机构专用,56111964,0,56111964,56111964,1794010551
98655,000898.SZ,2013/1/4,BUY,3,106001,涨幅偏离值达7%的证券,机构专用,18313384,0,18313384,18313384,389722923
98659,000898.SZ,2013/1/4,BUY,5,106001,涨幅偏离值达7%的证券,机构专用,12810000,0,12810000,12810000,389722923
98710,000417.SZ,2013/1/4,BUY,3,106001,涨幅偏离值达7%的证券,机构专用,12034610,0,12034610,12034610,236236140
98711,000417.SZ,2013/1/4,SELL,4,106001,涨幅偏离值达7%的证券,机构专用,0,3998171,3998171,-3998171,236236140
98712,000417.SZ,2013/1/4,BUY,4,106001,涨幅偏离值达7%的证券,机构专用,10496756,0,10496756,10496756,236236140
98713,000417.SZ,2013/1/4,SELL,5,106001,涨幅偏离值达7%的证券,机构专用,0,3570700,3570700,-3570700,236236140
98714,000417.SZ,2013/1/4,BUY,5,106001,涨幅偏离值达7%的证券,机构专用,10419899,0,10419899,10419899,236236140
98716,000417.SZ,2013/1/4,BUY,2,106001,涨幅偏离值达7%的证券,机构专用,14542301,0,14542301,14542301,236236140
98718,000417.SZ,2013/1/4,BUY,1,106001,涨幅偏离值达7%的证券,机构专用,14660231,0,14660231,14660231,236236140
98719,000417.SZ,2013/1/4,SELL,1,106001,涨幅偏离值达7%的证券,机构专用,0,38872150,38872150,-38872150,236236140
98611,002236.SZ,2013/1/4,SELL,5,106002,跌幅偏离值达7%的证券,机构专用,0,23401124,23401124,-23401124,493378285
98613,002236.SZ,2013/1/4,SELL,1,106002,跌幅偏离值达7%的证券,机构专用,0,51334501,51334501,-51334501,493378285
98612,002236.SZ,2013/1/4,BUY,5,106002,跌幅偏离值达7%的证券,机构专用,12883806,0,12883806,12883806,493378285
98614,002236.SZ,2013/1/4,SELL,2,106002,跌幅偏离值达7%的证券,机构专用,0,51308892,51308892,-51308892,493378285
98615,002236.SZ,2013/1/4,BUY,1,106002,跌幅偏离值达7%的证券,机构专用,39394217,0,39394217,39394217,493378285
98617,002236.SZ,2013/1/4,SELL,4,106002,跌幅偏离值达7%的证券,机构专用,0,25257827,25257827,-25257827,493378285
98618,002236.SZ,2013/1/4,BUY,3,106002,跌幅偏离值达7%的证券,机构专用,21535080,0,21535080,21535080,493378285
98619,002236.SZ,2013/1/4,SELL,3,106002,跌幅偏离值达7%的证券,机构专用,0,30546031,30546031,-30546031,493378285
98386,600535.SH,2013/1/4,SELL,1,106002,跌幅偏离值达7%的证券,机构专用1,,125191033.3,,,432135520
98387,600535.SH,2013/1/4,BUY,1,106002,跌幅偏离值达7%的证券,机构专用1,36685776.39,,,,432135520
98384,600535.SH,2013/1/4,BUY,5,106002,跌幅偏离值达7%的证券,机构专用2,11136877.65,,,,432135520
