,trade_date,ts_code,exalter, buy , sell ,net_buy,side,reason
375,20130104,600784.SH,安信证券股份有限公司济南泉城路证券营业部," 80,370.00 ",,-80370,1,涨幅偏离值达7%的证券
307,20130104,300316.SZ,安信证券股份有限公司揭阳惠来证券营业部," 2,890,920.00 ", -   ,-2890920,1,涨幅偏离值达7%的证券
64,20130104,000799.SZ,安信证券股份有限公司上海世纪大道证券营业部," 46,673,984.40 "," 1,065,187.82 ",-45608796.58,1,换手率达20%的证券
207,20130104,002694.SZ,安信证券股份有限公司上海世纪大道中建大厦证券营业部, -   ," 4,286,723.39 ",4286723.39,0,换手率达20%的证券
209,20130104,002694.SZ,渤海证券股份有限公司上海彰武路证券营业部," 1,959.00 "," 1,898,662.00 ",1896703,0,换手率达20%的证券
366,20130104,600722.SH,财达证券有限责任公司沧州广场街证券营业部," 3,125,053.00 ",,-3125053,1,ST股票、*ST股票和S股连续三个交易日触及涨幅限制的股票
309,20130104,300316.SZ,财达证券有限责任公司秦皇岛海宁路证券营业部, -   ," 3,733,808.56 ",3733808.56,0,涨幅偏离值达7%的证券
198,20130104,002671.SZ,财达证券有限责任公司秦皇岛迎宾路证券营业部, -   ," 3,094,576.00 ",3094576,0,涨幅偏离值达7%的证券
218,20130104,002700.SZ,财富证券有限责任公司长沙曙光中路证券营业部," 93,512.00 "," 2,173,459.40 ",2079947.4,0,换手率达20%的证券
329,20130104,300353.SZ,财通证券有限责任公司湖州红旗路证券营业部," 2,794,584.52 "," 45,508.00 ",-2749076.52,1,换手率达20%的证券
318,20130104,300348.SZ,财通证券有限责任公司丽水北苑路证券营业部, -   ," 1,988,109.80 ",1988109.8,0,换手率达20%的证券
337,20130104,600532.SH,财通证券有限责任公司宁波天童北路证券营业部," 5,491,595.00 ",,-5491595,1,涨幅偏离值达7%的证券
118,20130104,002145.SZ,财通证券有限责任公司绍兴人民中路证券营业部," 8,969,365.18 "," 40,804.00 ",-8928561.18,1,换手率达20%的证券
119,20130104,002145.SZ,财通证券有限责任公司绍兴人民中路证券营业部," 8,969,365.18 "," 40,804.00 ",-8928561.18,1,涨幅偏离值达7%的证券
269,20130104,300262.SZ,财通证券有限责任公司绍兴人民中路证券营业部," 4,547,120.09 "," 27,140,991.73 ",22593871.64,0,换手率达20%的证券
199,20130104,002671.SZ,财通证券有限责任公司台州解放南路证券营业部," 3,032,971.70 "," 6,720.00 ",-3026251.7,1,涨幅偏离值达7%的证券
189,20130104,002606.SZ,财通证券有限责任公司温岭东辉北路证券营业部," 13,544,417.31 "," 69,034.00 ",-13475383.31,1,换手率达20%的证券
338,20130104,600532.SH,财通证券有限责任公司温岭东辉北路证券营业部," 12,121,736.00 ",,-12121736,1,涨幅偏离值达7%的证券
274,20130104,300291.SZ,大通证券股份有限公司北京建国路证券营业部, -   ," 3,084,307.13 ",3084307.13,0,涨幅偏离值达7%的证券
177,20130104,002492.SZ,大同证券经纪有限责任公司大同站北街证券营业部," 11,112,500.00 ", -   ,-11112500,1,涨幅偏离值达7%的证券
48,20130104,000677.SZ,第一创业证券股份有限公司北京平安大街证券营业部," 138,975.00 ", -   ,-138975,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
188,20130104,002606.SZ,第一创业证券股份有限公司北京平安大街证券营业部," 331,012.00 "," 2,863,406.31 ",2532394.31,0,换手率达20%的证券
370,20130104,600784.SH,东北证券股份有限公司长春前进大街证券营业部," 265,620.00 ",,-265620,1,涨幅偏离值达7%的证券
231,20130104,300103.SZ,东方证券股份有限公司抚顺裕民路证券营业部," 3,614,126.98 "," 24,744.00 ",-3589382.98,1,换手率达20%的证券
377,20130104,600882.SH,东方证券股份有限公司上海四平路证券营业部,," 8,762,318.19 ",8762318.19,0,连续三个交易日内，涨幅偏离值累计达20%的证券
80,20130104,000898.SZ,东海证券有限责任公司南京长江路证券营业部," 7,129,661.34 ", -   ,-7129661.34,1,涨幅偏离值达7%的证券
120,20130104,002151.SZ,东海证券有限责任公司南京长江路证券营业部," 14,038,706.97 "," 20,566,013.34 ",6527306.37,0,连续三个交易日内，涨幅偏离值累计达20%的证券
121,20130104,002151.SZ,东海证券有限责任公司南京长江路证券营业部," 14,038,706.97 "," 20,566,013.34 ",6527306.37,1,连续三个交易日内，涨幅偏离值累计达20%的证券
170,20130104,002492.SZ,东海证券有限责任公司深圳香梅路证券营业部," 31,508,085.00 ", -   ,-31508085,1,涨幅偏离值达7%的证券
250,20130104,300251.SZ,东吴证券股份有限公司昆山前进中路证券营业部," 405,856.70 "," 7,695,624.70 ",7289768,0,换手率达20%的证券
300,20130104,300316.SZ,东吴证券股份有限公司昆山前进中路证券营业部," 525,322.61 "," 2,254,879.93 ",1729557.32,0,涨幅偏离值达7%的证券
320,20130104,300353.SZ,东吴证券股份有限公司昆山前进中路证券营业部," 74,577.54 "," 1,648,484.74 ",1573907.2,0,换手率达20%的证券
220,20130104,002703.SZ,东吴证券股份有限公司苏州工业园区现代大道证券营业部," 566,544.96 "," 1,495,952.88 ",929407.92,0,换手率达20%的证券
321,20130104,300353.SZ,东吴证券股份有限公司长沙人民中路证券营业部," 3,272,931.21 ", -   ,-3272931.21,1,换手率达20%的证券
230,20130104,300103.SZ,东兴证券股份有限公司泉州田安路证券营业部," 6,226,766.60 "," 93,673.00 ",-6133093.6,1,换手率达20%的证券
56,20130104,000750.SZ,方正证券股份有限公司杭州延安路证券营业部," 127,212.53 "," 18,380,466.00 ",18253253.47,0,换手率达20%的证券
287,20130104,300295.SZ,方正证券股份有限公司冷水江锑都中路证券营业部, -   ," 5,934,918.00 ",5934918,0,涨幅偏离值达7%的证券
55,20130104,000750.SZ,方正证券股份有限公司台州解放路证券营业部," 694,809.00 "," 13,392,096.20 ",12697287.2,0,换手率达20%的证券
194,20130104,002671.SZ,方正证券股份有限公司长沙建湘路证券营业部, -   ," 5,776,582.00 ",5776582,0,涨幅偏离值达7%的证券
235,20130104,300103.SZ,光大证券股份有限公司奉化南山路证券营业部," 2,864,770.08 ", -   ,-2864770.08,1,换手率达20%的证券
353,20130104,600537.SH,光大证券股份有限公司佛山绿景路证券营业部,," 15,921,741.75 ",15921741.75,0,涨幅偏离值达7%的证券
190,20130104,002671.SZ,光大证券股份有限公司杭州庆春路证券营业部, -   ," 5,936,465.80 ",5936465.8,0,涨幅偏离值达7%的证券
253,20130104,300251.SZ,光大证券股份有限公司宁波彩虹南路证券营业部," 16,779,594.27 "," 5,427,913.00 ",-11351681.27,1,换手率达20%的证券
372,20130104,600784.SH,光大证券股份有限公司宁波解放南路证券营业部,," 2,732,010.00 ",2732010,0,涨幅偏离值达7%的证券
323,20130104,300353.SZ,光大证券股份有限公司宁波中山西路证券营业部," 28,912.00 "," 1,809,685.00 ",1780773,0,换手率达20%的证券
84,20130104,000898.SZ,光大证券股份有限公司上海世纪大道证券营业部," 29,620.00 "," 25,831,823.00 ",25802203,0,涨幅偏离值达7%的证券
102,20130104,002145.SZ,光大证券股份有限公司上海世纪大道证券营业部," 6,886,812.60 "," 84,464.88 ",-6802347.72,1,换手率达20%的证券
103,20130104,002145.SZ,光大证券股份有限公司上海世纪大道证券营业部," 6,886,812.60 "," 84,464.88 ",-6802347.72,1,涨幅偏离值达7%的证券
4,20130104,000043.SZ,光大证券股份有限公司深圳金田路证券营业部," 3,067,442.00 "," 27,633,247.70 ",24565805.7,0,连续三个交易日内，涨幅偏离值累计达20%的证券
94,20130104,001914.SZ,光大证券股份有限公司深圳金田路证券营业部," 3,067,442.00 "," 27,633,247.70 ",24565805.7,0,连续三个交易日内，涨幅偏离值累计达20%的证券
263,20130104,300262.SZ,光大证券股份有限公司深圳金田路证券营业部," 17,202,495.10 "," 5,832,845.60 ",-11369649.5,0,换手率达20%的证券
264,20130104,300262.SZ,光大证券股份有限公司深圳金田路证券营业部," 17,202,495.10 "," 5,832,845.60 ",-11369649.5,1,换手率达20%的证券
164,20130104,002484.SZ,光大证券股份有限公司深圳新园路证券营业部," 1,866,500.85 "," 16,330.00 ",-1850170.85,1,涨幅偏离值达7%的证券
304,20130104,300316.SZ,光大证券股份有限公司深圳新园路证券营业部," 4,091,089.73 ", -   ,-4091089.73,1,涨幅偏离值达7%的证券
14,20130104,000156.SZ,光大证券股份有限公司余姚阳明西路证券营业部," 25,806.00 "," 8,668,521.32 ",8642715.32,0,换手率达20%的证券
15,20130104,000156.SZ,光大证券股份有限公司余姚阳明西路证券营业部," 25,806.00 "," 8,668,521.32 ",8642715.32,0,涨幅偏离值达7%的证券
332,20130104,600532.SH,光大证券股份有限公司余姚阳明西路证券营业部,," 20,831,491.00 ",20831491,0,涨幅偏离值达7%的证券
222,20130104,002703.SZ,光大证券股份有限公司长沙芙蓉中路证券营业部," 1,040,022.00 ", -   ,-1040022,1,换手率达20%的证券
156,20130104,002460.SZ,广发证券股份有限公司杭州市天目山路证券营业部, -   ," 4,311,720.00 ",4311720,0,涨幅偏离值达7%的证券
325,20130104,300353.SZ,广发证券股份有限公司荆州北京路证券营业部," 4,306,434.23 "," 353,152.00 ",-3953282.23,1,换手率达20%的证券
208,20130104,002694.SZ,广发证券股份有限公司汕头梅溪东路证券营业部," 4,348,267.20 "," 65,557.00 ",-4282710.2,1,换手率达20%的证券
316,20130104,300348.SZ,广发证券股份有限公司上海中山北二路证券营业部," 2,283,410.54 "," 793,553.00 ",-1489857.54,1,换手率达20%的证券
110,20130104,002145.SZ,广发证券股份有限公司深圳民田路证券营业部," 5,107,537.01 "," 12,357,790.60 ",7250253.59,0,换手率达20%的证券
111,20130104,002145.SZ,广发证券股份有限公司深圳民田路证券营业部," 5,107,537.01 "," 12,357,790.60 ",7250253.59,0,涨幅偏离值达7%的证券
383,20130104,600882.SH,广发证券股份有限公司深圳民田路证券营业部,," 14,658,604.03 ",14658604.03,0,连续三个交易日内，涨幅偏离值累计达20%的证券
384,20130104,600882.SH,广发证券股份有限公司深圳民田路证券营业部," 15,935,221.15 ",,-15935221.15,1,连续三个交易日内，涨幅偏离值累计达20%的证券
108,20130104,002145.SZ,广发证券股份有限公司深圳南园路证券营业部, -   ," 5,105,573.00 ",5105573,0,换手率达20%的证券
109,20130104,002145.SZ,广发证券股份有限公司深圳南园路证券营业部, -   ," 5,105,573.00 ",5105573,0,涨幅偏离值达7%的证券
226,20130104,002703.SZ,广发证券股份有限公司苏州干将东路证券营业部," 803,668.00 ", -   ,-803668,1,换手率达20%的证券
148,20130104,002239.SZ,广发证券股份有限公司烟台大海阳路证券营业部," 2,422,000.00 ", -   ,-2422000,1,连续三个交易日内，涨幅偏离值累计达20%的证券
273,20130104,300291.SZ,国都证券有限责任公司北京北三环中路证券营业部, -   ," 7,884,632.47 ",7884632.47,0,涨幅偏离值达7%的证券
224,20130104,002703.SZ,国都证券有限责任公司深圳金田路证券营业部," 733,924.76 "," 8,562.00 ",-725362.76,1,换手率达20%的证券
206,20130104,002694.SZ,国海证券股份有限公司桂林荔浦县荔柳路证券营业部, -   ," 2,067,357.20 ",2067357.2,0,换手率达20%的证券
306,20130104,300316.SZ,国海证券股份有限公司南宁教育路证券营业部," 2,757,862.55 "," 359,285.00 ",-2398577.55,1,涨幅偏离值达7%的证券
314,20130104,300348.SZ,国海证券股份有限公司南宁教育路证券营业部," 3,071.00 "," 2,376,747.19 ",2373676.19,0,换手率达20%的证券
63,20130104,000799.SZ,国金证券股份有限公司上海中山南路证券营业部," 85,906,085.49 "," 330,200.00 ",-85575885.49,1,换手率达20%的证券
293,20130104,300298.SZ,国联证券股份有限公司宜兴人民南路证券营业部," 6,098.00 "," 5,387,839.77 ",5381741.77,0,涨幅偏离值达7%的证券
8,20130104,000043.SZ,国泰君安交易单元(227002)," 29,495,913.03 "," 27,716,096.64 ",-1779816.39,0,连续三个交易日内，涨幅偏离值累计达20%的证券
9,20130104,000043.SZ,国泰君安交易单元(227002)," 29,495,913.03 "," 27,716,096.64 ",-1779816.39,1,连续三个交易日内，涨幅偏离值累计达20%的证券
98,20130104,001914.SZ,国泰君安交易单元(227002)," 29,495,913.03 "," 27,716,096.64 ",-1779816.39,0,连续三个交易日内，涨幅偏离值累计达20%的证券
99,20130104,001914.SZ,国泰君安交易单元(227002)," 29,495,913.03 "," 27,716,096.64 ",-1779816.39,1,连续三个交易日内，涨幅偏离值累计达20%的证券
285,20130104,300295.SZ,国泰君安交易单元(227002), -   ," 8,893,500.00 ",8893500,0,涨幅偏离值达7%的证券
62,20130104,000799.SZ,国泰君安交易单元(390426)," 167,007,683.64 ", -   ,-167007683.6,1,换手率达20%的证券
272,20130104,300291.SZ,国泰君安证券股份有限公司北京金融街证券营业部, -   ," 5,773,293.44 ",5773293.44,0,涨幅偏离值达7%的证券
128,20130104,002151.SZ,国泰君安证券股份有限公司成都北一环路证券营业部," 13,260,163.23 "," 17,760,956.25 ",4500793.02,0,连续三个交易日内，涨幅偏离值累计达20%的证券
129,20130104,002151.SZ,国泰君安证券股份有限公司成都北一环路证券营业部," 13,260,163.23 "," 17,760,956.25 ",4500793.02,1,连续三个交易日内，涨幅偏离值累计达20%的证券
236,20130104,300103.SZ,国泰君安证券股份有限公司成都北一环路证券营业部," 515,695.60 "," 4,661,723.00 ",4146027.4,0,换手率达20%的证券
364,20130104,600722.SH,国泰君安证券股份有限公司成都北一环路证券营业部,," 8,888,419.92 ",8888419.92,0,ST股票、*ST股票和S股连续三个交易日触及涨幅限制的股票
53,20130104,000750.SZ,国泰君安证券股份有限公司宁波彩虹北路证券营业部," 29,916,219.49 "," 12,981,447.87 ",-16934771.62,0,换手率达20%的证券
54,20130104,000750.SZ,国泰君安证券股份有限公司宁波彩虹北路证券营业部," 29,916,219.49 "," 12,981,447.87 ",-16934771.62,1,换手率达20%的证券
265,20130104,300262.SZ,国泰君安证券股份有限公司宁波彩虹北路证券营业部," 215,841.00 "," 5,087,657.70 ",4871816.7,0,换手率达20%的证券
166,20130104,002484.SZ,国泰君安证券股份有限公司厦门嘉禾路证券营业部, -   ," 5,806,925.87 ",5806925.87,0,涨幅偏离值达7%的证券
126,20130104,002151.SZ,国泰君安证券股份有限公司上海打浦路证券营业部," 39,277,735.42 "," 36,408,595.62 ",-2869139.8,0,连续三个交易日内，涨幅偏离值累计达20%的证券
127,20130104,002151.SZ,国泰君安证券股份有限公司上海打浦路证券营业部," 39,277,735.42 "," 36,408,595.62 ",-2869139.8,1,连续三个交易日内，涨幅偏离值累计达20%的证券
144,20130104,002239.SZ,国泰君安证券股份有限公司上海打浦路证券营业部, -   ," 11,803,617.00 ",11803617,0,连续三个交易日内，涨幅偏离值累计达20%的证券
86,20130104,000898.SZ,国泰君安证券股份有限公司上海福山路证券营业部," 4,556.60 "," 13,694,238.00 ",13689681.4,0,涨幅偏离值达7%的证券
146,20130104,002239.SZ,国泰君安证券股份有限公司深圳笋岗路证券营业部, -   ," 1,349,748.93 ",1349748.93,0,连续三个交易日内，涨幅偏离值累计达20%的证券
44,20130104,000677.SZ,国泰君安证券股份有限公司深圳益田路证券营业部, -   ," 630,973.80 ",630973.8,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
145,20130104,002239.SZ,国泰君安证券股份有限公司沈阳十一纬路证券营业部, -   ," 3,807,359.78 ",3807359.78,0,连续三个交易日内，涨幅偏离值累计达20%的证券
255,20130104,300251.SZ,国泰君安证券股份有限公司太原并州北路证券营业部, -   ," 10,063,426.21 ",10063426.21,0,换手率达20%的证券
356,20130104,600537.SH,国泰君安证券股份有限公司总部," 4,410,433.00 ",,-4410433,1,涨幅偏离值达7%的证券
186,20130104,002606.SZ,国信证券股份有限公司北京平安大街证券营业部," 912,230.00 "," 3,457,137.89 ",2544907.89,0,换手率达20%的证券
193,20130104,002671.SZ,国信证券股份有限公司厦门湖滨北路营业部," 59,517.00 "," 2,679,493.32 ",2619976.32,0,涨幅偏离值达7%的证券
7,20130104,000043.SZ,国信证券股份有限公司深圳福中一路证券营业部," 12,917,355.75 "," 7,246,189.35 ",-5671166.4,1,连续三个交易日内，涨幅偏离值累计达20%的证券
97,20130104,001914.SZ,国信证券股份有限公司深圳福中一路证券营业部," 12,917,355.75 "," 7,246,189.35 ",-5671166.4,1,连续三个交易日内，涨幅偏离值累计达20%的证券
52,20130104,000750.SZ,国信证券股份有限公司深圳泰然九路证券营业部," 8,377,419.36 "," 5,596,877.14 ",-2780542.22,1,换手率达20%的证券
382,20130104,600882.SH,国元证券股份有限公司北京西坝河南路证券营业部," 22,550,528.50 ",,-22550528.5,1,连续三个交易日内，涨幅偏离值累计达20%的证券
85,20130104,000898.SZ,国元证券股份有限公司上海虹桥路证券营业部, -   ," 45,198,725.72 ",45198725.72,0,涨幅偏离值达7%的证券
61,20130104,000799.SZ,国元证券股份有限公司台州世纪大道证券营业部, -   ," 41,842,107.08 ",41842107.08,0,换手率达20%的证券
324,20130104,300353.SZ,国元证券股份有限公司珠海金湾南翔路证券营业部, -   ," 2,997,491.50 ",2997491.5,0,换手率达20%的证券
22,20130104,000156.SZ,海通证券股份有限公司北京中关村南大街证券营业部," 2,697,989.00 "," 3,456,040.21 ",758051.21,0,换手率达20%的证券
23,20130104,000156.SZ,海通证券股份有限公司北京中关村南大街证券营业部," 2,697,989.00 "," 3,456,040.21 ",758051.21,0,涨幅偏离值达7%的证券
238,20130104,300103.SZ,海通证券股份有限公司北京中关村南大街证券营业部," 2,427,070.09 "," 4,809,339.56 ",2382269.47,0,换手率达20%的证券
39,20130104,000417.SZ,海通证券股份有限公司大庆经三街证券营业部," 4,463,335.23 ", -   ,-4463335.23,1,涨幅偏离值达7%的证券
278,20130104,300291.SZ,海通证券股份有限公司杭州环城西路证券营业部," 192,182.85 "," 2,814,900.00 ",2622717.15,0,涨幅偏离值达7%的证券
169,20130104,002484.SZ,海通证券股份有限公司杭州解放路证券营业部," 1,770,653.55 "," 759,687.96 ",-1010965.59,1,涨幅偏离值达7%的证券
138,20130104,002236.SZ,海通证券股份有限公司兰州东岗东路证券营业部, -   ," 19,090,913.05 ",19090913.05,0,跌幅偏离值达7%的证券
335,20130104,600532.SH,海通证券股份有限公司南京广州路营业部,," 3,291,300.00 ",3291300,0,涨幅偏离值达7%的证券
112,20130104,002145.SZ,海通证券股份有限公司南京广州路证券营业部," 13,397,081.95 "," 5,707,161.00 ",-7689920.95,0,换手率达20%的证券
113,20130104,002145.SZ,海通证券股份有限公司南京广州路证券营业部," 13,397,081.95 "," 5,707,161.00 ",-7689920.95,0,涨幅偏离值达7%的证券
114,20130104,002145.SZ,海通证券股份有限公司南京广州路证券营业部," 13,397,081.95 "," 5,707,161.00 ",-7689920.95,1,换手率达20%的证券
115,20130104,002145.SZ,海通证券股份有限公司南京广州路证券营业部," 13,397,081.95 "," 5,707,161.00 ",-7689920.95,1,涨幅偏离值达7%的证券
359,20130104,600537.SH,海通证券股份有限公司上海枣阳路证券营业部," 21,951,494.00 ",,-21951494,1,涨幅偏离值达7%的证券
237,20130104,300103.SZ,海通证券股份有限公司上海真华路证券营业部," 36,982.00 "," 8,357,060.93 ",8320078.93,0,换手率达20%的证券
58,20130104,000750.SZ,海通证券股份有限公司绍兴劳动路证券营业部," 347,456.00 "," 15,448,095.08 ",15100639.08,0,换手率达20%的证券
179,20130104,002492.SZ,海通证券股份有限公司绍兴劳动路证券营业部," 2,376,915.00 ", -   ,-2376915,1,涨幅偏离值达7%的证券
24,20130104,000156.SZ,海通证券股份有限公司深圳分公司红岭南路证券营业部," 4,047,846.93 "," 136,431.00 ",-3911415.93,1,换手率达20%的证券
25,20130104,000156.SZ,海通证券股份有限公司深圳分公司红岭南路证券营业部," 4,047,846.93 "," 136,431.00 ",-3911415.93,1,涨幅偏离值达7%的证券
317,20130104,300348.SZ,海通证券股份有限公司嵊州西前街证券营业部," 3,277,032.38 "," 3,175.00 ",-3273857.38,1,换手率达20%的证券
217,20130104,002700.SZ,红塔证券股份有限公司苏州人民路证券营业部," 3,072,455.93 ", -   ,-3072455.93,1,换手率达20%的证券
45,20130104,000677.SZ,宏源证券股份有限公司杭州莫干山路证券营业部, -   ," 1,232,245.00 ",1232245,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
147,20130104,002239.SZ,宏源证券股份有限公司杭州莫干山路证券营业部, -   ," 2,074,443.00 ",2074443,0,连续三个交易日内，涨幅偏离值累计达20%的证券
225,20130104,002703.SZ,宏源证券股份有限公司库尔勒建设路证券营业部," 555,262.29 "," 1,104,372.00 ",549109.71,0,换手率达20%的证券
308,20130104,300316.SZ,宏源证券股份有限公司武汉和平大道证券营业部," 126,954.50 "," 2,822,058.10 ",2695103.6,0,涨幅偏离值达7%的证券
315,20130104,300348.SZ,宏源证券股份有限公司武汉和平大道证券营业部, -   ," 2,891,224.65 ",2891224.65,0,换手率达20%的证券
223,20130104,002703.SZ,华创证券有限责任公司上海宜山路证券营业部, -   ," 1,081,005.03 ",1081005.03,0,换手率达20%的证券
165,20130104,002484.SZ,华福证券有限责任公司泉州田安路证券营业部," 17,620.00 "," 2,201,539.00 ",2183919,0,涨幅偏离值达7%的证券
373,20130104,600784.SH,华林证券有限责任公司长沙五一大道证券营业部," 235,410.00 ",,-235410,1,涨幅偏离值达7%的证券
142,20130104,002239.SZ,华泰证券股份有限公司北京广渠门内大街证券营业部," 1,335,769.33 ", -   ,-1335769.33,1,连续三个交易日内，涨幅偏离值累计达20%的证券
191,20130104,002671.SZ,华泰证券股份有限公司北京月坛南街证券营业部," 2,860,253.20 "," 388,188.00 ",-2472065.2,1,涨幅偏离值达7%的证券
192,20130104,002671.SZ,华泰证券股份有限公司常州东横街证券营业部," 5,703,355.00 "," 1,166,136.21 ",-4537218.79,1,涨幅偏离值达7%的证券
354,20130104,600537.SH,华泰证券股份有限公司成都人民南路证券营业部,," 8,761,230.00 ",8761230,0,涨幅偏离值达7%的证券
60,20130104,000799.SZ,华泰证券股份有限公司成都蜀金路证券营业部," 198,175.00 "," 21,226,224.28 ",21028049.28,0,换手率达20%的证券
363,20130104,600722.SH,华泰证券股份有限公司成都蜀金路证券营业部,," 8,571,214.84 ",8571214.84,0,ST股票、*ST股票和S股连续三个交易日触及涨幅限制的股票
42,20130104,000677.SZ,华泰证券股份有限公司成都梓潼桥西街证券营业部, -   ," 16,080,000.00 ",16080000,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
124,20130104,002151.SZ,华泰证券股份有限公司南京瑞金路证券营业部," 11,143,630.62 "," 14,907,326.82 ",3763696.2,0,连续三个交易日内，涨幅偏离值累计达20%的证券
271,20130104,300291.SZ,华泰证券股份有限公司南京长江路证券营业部," 2,914,958.52 "," 36,145.00 ",-2878813.52,1,涨幅偏离值达7%的证券
270,20130104,300291.SZ,华泰证券股份有限公司南京止马营证券营业部," 2,416,420.00 "," 41,202.00 ",-2375218,1,涨幅偏离值达7%的证券
212,20130104,002700.SZ,华泰证券股份有限公司厦门厦禾路证券营业部," 921,218.45 "," 3,934,850.60 ",3013632.15,0,换手率达20%的证券
176,20130104,002492.SZ,华泰证券股份有限公司上海黄河路证券营业部, -   ," 5,191,903.00 ",5191903,0,涨幅偏离值达7%的证券
184,20130104,002606.SZ,华泰证券股份有限公司绍兴上大路证券营业部," 6,783,282.92 "," 22,269.00 ",-6761013.92,1,换手率达20%的证券
247,20130104,300111.SZ,华泰证券股份有限公司绍兴上大路证券营业部," 10,109,234.53 ", -   ,-10109234.53,1,涨幅偏离值达7%的证券
16,20130104,000156.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业," 11,640,954.11 "," 147,323.00 ",-11493631.11,1,换手率达20%的证券
17,20130104,000156.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业," 11,640,954.11 "," 147,323.00 ",-11493631.11,1,涨幅偏离值达7%的证券
104,20130104,002145.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业," 9,828,111.07 "," 832,916.00 ",-8995195.07,1,换手率达20%的证券
105,20130104,002145.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业," 9,828,111.07 "," 832,916.00 ",-8995195.07,1,涨幅偏离值达7%的证券
143,20130104,002239.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业, -   ," 4,084,311.00 ",4084311,0,连续三个交易日内，涨幅偏离值累计达20%的证券
213,20130104,002700.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业," 2,854,973.86 "," 540,213.00 ",-2314760.86,1,换手率达20%的证券
246,20130104,300111.SZ,华泰证券股份有限公司深圳益田路荣超商务中心证券营业, -   ," 18,647,406.59 ",18647406.59,0,涨幅偏离值达7%的证券
355,20130104,600537.SH,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,," 13,327,377.17 ",13327377.17,0,涨幅偏离值达7%的证券
374,20130104,600784.SH,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,," 373,954.20 ",373954.2,0,涨幅偏离值达7%的证券
380,20130104,600882.SH,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,," 20,340,448.00 ",20340448,0,连续三个交易日内，涨幅偏离值累计达20%的证券
381,20130104,600882.SH,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部," 20,006,106.19 ",,-20006106.19,1,连续三个交易日内，涨幅偏离值累计达20%的证券
5,20130104,000043.SZ,华泰证券股份有限公司苏州人民路证券营业部," 12,881,554.85 "," 1,659,690.00 ",-11221864.85,1,连续三个交易日内，涨幅偏离值累计达20%的证券
95,20130104,001914.SZ,华泰证券股份有限公司苏州人民路证券营业部," 12,881,554.85 "," 1,659,690.00 ",-11221864.85,1,连续三个交易日内，涨幅偏离值累计达20%的证券
185,20130104,002606.SZ,华泰证券股份有限公司苏州人民路证券营业部," 7,767,587.76 "," 149,277.00 ",-7618310.76,1,换手率达20%的证券
292,20130104,300298.SZ,华泰证券股份有限公司苏州人民路证券营业部," 67,150.00 "," 7,922,904.16 ",7855754.16,0,涨幅偏离值达7%的证券
254,20130104,300251.SZ,华泰证券股份有限公司无锡解放西路证券营业部," 16,861,875.28 "," 110,632.50 ",-16751242.78,1,换手率达20%的证券
284,20130104,300295.SZ,华泰证券股份有限公司无锡解放西路证券营业部," 40,744.00 "," 16,007,070.39 ",15966326.39,0,涨幅偏离值达7%的证券
