,author,ticker_symbol_map_sec_type_name,org_name,ticker_symbol_map_sec_id,end_date,write_date,sec_short_name
6703,刘文正,品牌化妆品,安信证券,603605.SH,2020-10-31,2020-10-08,珀莱雅
6704,孟斯硕,白酒,东兴证券,000860.SZ,2020-10-31,2020-10-08,顺鑫农业
6705,胡博新,疫苗,东兴证券,002007.SZ,2020-10-31,2020-10-08,华兰生物
6706,石伟晶,广告媒体,东兴证券,002027.SZ,2020-10-31,2020-10-08,分众传媒
6707,赵军胜,耐火材料,东兴证券,002225.SZ,2020-10-31,2020-10-08,濮耐股份
6708,张明烨,钛白粉,东兴证券,002601.SZ,2020-10-31,2020-10-08,龙蟒佰利
6709,曹钧鹏,住宅开发,东兴证券,600383.SH,2020-10-31,2020-10-08,金地集团
6710,林瑾璐,城商行,东兴证券,600926.SH,2020-10-31,2020-10-08,杭州银行
6711,田馨宇,城商行,东兴证券,600926.SH,2020-10-31,2020-10-08,杭州银行
6712,李远山,光伏辅材,东兴证券,601865.SH,2020-10-31,2020-10-08,福莱特
6713,樊艳阳,制冷空调设备,东兴证券,603187.SH,2020-10-31,2020-10-08,海容冷链
6714,彭聪,锂电池,国元证券,300014.SZ,2020-10-31,2020-09-30,亿纬锂能
6715,李典,化妆品制造及其他,国元证券,300132.SZ,2020-10-31,2020-09-30,青松股份
6716,耿军军,IT服务,国元证券,300496.SZ,2020-10-31,2020-09-30,中科创达
6717,贺茂飞,数字芯片设计,国元证券,300613.SZ,2020-10-31,2020-09-30,富瀚微
6718,满在朋,激光设备,国元证券,300747.SZ,2020-10-31,2020-09-30,锐科激光
6719,李典,门户网站,国元证券,300785.SZ,2020-10-31,2020-09-30,值得买
6720,常启辉,通信终端及配件,国元证券,603236.SH,2020-10-31,2020-09-30,移远通信
6721,林加力,股份制银行,海通证券,000001.SZ,2020-10-31,2020-09-30,平安银行
6722,涂力磊,住宅开发,海通证券,000002.SZ,2020-10-31,2020-09-30,万科A
6723,邓勇,其他化学原料,海通证券,002648.SZ,2020-10-31,2020-09-30,卫星石化
6724,杜威,车身附件及饰件,海通证券,600660.SH,2020-10-31,2020-09-30,福耀玻璃
6725,王猛,车身附件及饰件,海通证券,600660.SH,2020-10-31,2020-09-30,福耀玻璃
6726,杜威,车身附件及饰件,海通证券,600741.SH,2020-10-31,2020-09-30,华域汽车
6727,王猛,车身附件及饰件,海通证券,600741.SH,2020-10-31,2020-09-30,华域汽车
6728,林加力,城商行,海通证券,600926.SH,2020-10-31,2020-09-30,杭州银行
6729,虞楠,航空运输,海通证券,601021.SH,2020-10-31,2020-09-30,春秋航空
6730,孙婷,保险,海通证券,601628.SH,2020-10-31,2020-09-30,中国人寿
6731,毛云聪,游戏,海通证券,603444.SH,2020-10-31,2020-09-30,吉比特
6732,郝艳辉,游戏,海通证券,603444.SH,2020-10-31,2020-09-30,吉比特
6733,陈梦瑶,白酒,国信证券,000858.SZ,2020-10-31,2020-10-08,五粮液
6734,罗丹,快递,国信证券,002120.SZ,2020-10-31,2020-10-08,韵达股份
6735,张衡,视频媒体,国信证券,300413.SZ,2020-10-31,2020-10-08,芒果超媒
6736,谢长雁,体外诊断,国信证券,300639.SZ,2020-10-31,2020-10-08,凯普生物
6737,王蔚祺,硅料硅片,国信证券,600438.SH,2020-10-31,2020-10-08,通威股份
6738,王剑,保险,国信证券,601318.SH,2020-10-31,2020-10-08,中国平安
6739,黄道立,玻璃制造,国信证券,601636.SH,2020-10-31,2020-10-08,旗滨集团
6740,梁超,车身附件及饰件,国信证券,603730.SH,2020-10-31,2020-10-08,岱美股份
6741,丛培超,面板,华安证券,000100.SZ,2020-10-31,2020-10-13,TCL科技
6742,尹沿技,面板,华安证券,000100.SZ,2020-10-31,2020-10-13,TCL科技
6743,郭倩倩,工程机械整机,华安证券,000157.SZ,2020-10-31,2020-10-13,中联重科
6744,宋伟健,综合乘用车,华安证券,000625.SZ,2020-10-31,2020-10-13,长安汽车
6745,陈晓,综合乘用车,华安证券,000625.SZ,2020-10-31,2020-10-13,长安汽车
6746,尹沿技,通信网络设备及器件,华安证券,002281.SZ,2020-10-31,2020-10-13,光迅科技
6747,张天,通信网络设备及器件,华安证券,002281.SZ,2020-10-31,2020-10-13,光迅科技
6748,虞晓文,定制家居,华安证券,002572.SZ,2020-10-31,2020-10-13,索菲亚
6749,刘万鹏,钛白粉,华安证券,002601.SZ,2020-10-31,2020-10-13,龙蟒佰利
6750,古武,钛白粉,华安证券,002601.SZ,2020-10-31,2020-10-13,龙蟒佰利
6751,虞晓文,厨房电器,华安证券,002677.SZ,2020-10-31,2020-10-13,浙江美大
6752,刘万鹏,聚氨酯,华安证券,600309.SH,2020-10-31,2020-10-13,万华化学
6753,曾祥钊,聚氨酯,华安证券,600309.SH,2020-10-31,2020-10-13,万华化学
6754,郭倩倩,工程机械器件,华安证券,601100.SH,2020-10-31,2020-10-13,恒立液压
6755,刘体劲,集成电路制造,华安证券,688396.SH,2020-10-31,2020-10-13,华润微
6756,尹沿技,集成电路制造,华安证券,688396.SH,2020-10-31,2020-10-13,华润微
6757,周义,军工电子,银河证券,000547.SZ,2020-10-31,2020-09-30,航天发展
6758,傅楚雄,面板,银河证券,000725.SZ,2020-10-31,2020-09-30,京东方A
6759,潘玮,物业管理,银河证券,000043.SZ,2020-10-31,2020-09-30,招商积余
6760,谢芝优,水产饲料,银河证券,002311.SZ,2020-10-31,2020-09-30,海大集团
6761,王婷,管材,银河证券,002372.SZ,2020-10-31,2020-09-30,伟星新材
6762,孟令伟,医疗设备,银河证券,300760.SZ,2020-10-31,2020-09-30,迈瑞医疗
6763,周颖,白酒,银河证券,600519.SH,2020-10-31,2020-09-30,贵州茅台
6764,周然,光伏电池组件,银河证券,601012.SH,2020-10-31,2020-09-30,隆基股份
6765,赵腾辉,光伏电池组件,银河证券,601012.SH,2020-10-31,2020-09-30,隆基股份
6766,武平平,保险,银河证券,601318.SH,2020-10-31,2020-09-30,中国平安
6767,李昂,定制家居,银河证券,603898.SH,2020-10-31,2020-09-30,好莱客
6768,胡誉镜,消费电子零部件及组装,中金,300433.SZ,2020-10-31,2020-10-02,蓝思科技
6769,王雷,汽车电子电气系统,中金,600699.SH,2020-10-31,2020-10-02,均胜电子
6770,詹奥博,房屋建设,中金,601668.SH,2020-10-31,2020-10-02,中国建筑
6771,尹会伟,军工电子,中金,603678.SH,2020-10-31,2020-10-02,火炬电子
6772,杨鑫,跨境物流,中金,603871.SH,2020-10-31,2020-10-02,嘉友国际
6773,陶亦然,商用载货车,中信建投,000550.SZ,2020-10-31,2020-09-30,江铃汽车
6774,罗乾生,大宗用纸,中信建投,002078.SZ,2020-10-31,2020-09-30,太阳纸业
6775,花小伟,大宗用纸,中信建投,002078.SZ,2020-10-31,2020-09-30,太阳纸业
6776,孙金琦,水产饲料,中信建投,002311.SZ,2020-10-31,2020-09-30,海大集团
6777,秦基栗,金属制品,中信建投,002438.SZ,2020-10-31,2020-09-30,江苏神通
6778,邓皓烛,金属制品,中信建投,002438.SZ,2020-10-31,2020-09-30,江苏神通
6779,叶乐,培训教育,中信建投,002607.SZ,2020-10-31,2020-09-30,中公教育
6780,张鹏,光伏电池组件,中信建投,300118.SZ,2020-10-31,2020-09-30,东方日升
6781,杨藻,光伏电池组件,中信建投,300118.SZ,2020-10-31,2020-09-30,东方日升
6782,王革,光伏电池组件,中信建投,300118.SZ,2020-10-31,2020-09-30,东方日升
6783,吕娟,工程机械整机,中信建投,600031.SH,2020-10-31,2020-09-30,三一重工
6784,竺劲,住宅开发,中信建投,600383.SH,2020-10-31,2020-09-30,金地集团
6785,黄啸天,住宅开发,中信建投,600383.SH,2020-10-31,2020-09-30,金地集团
6786,罗兴,特钢,中信建投,600399.SH,2020-10-31,2020-09-30,ST抚钢
6787,王欣,保险,中信建投,601318.SH,2020-10-31,2020-09-30,中国平安
6788,赵然,保险,中信建投,601318.SH,2020-10-31,2020-09-30,中国平安
6789,胡世超,电子化学品,中信建投,688550.SH,2020-10-31,2020-09-30,瑞联新材
6790,郑勇,电子化学品,中信建投,688550.SH,2020-10-31,2020-09-30,瑞联新材
6791,刘宸倩,白酒,国金证券,000858.SZ,2020-10-31,2020-10-08,五粮液
6792,樊志远,消费电子零部件及组装,国金证券,002241.SZ,2020-10-31,2020-10-08,歌尔股份
6793,樊志远,消费电子零部件及组装,国金证券,002475.SZ,2020-10-31,2020-10-08,立讯精密
6794,杨晓峰,游戏,国金证券,002555.SZ,2020-10-31,2020-10-08,三七互娱
6795,杨晓峰,视频媒体,国金证券,300413.SZ,2020-10-31,2020-10-08,芒果超媒
6796,丁士涛,玻纤制造,国金证券,600176.SH,2020-10-31,2020-10-08,中国巨石
6797,陈屹,聚氨酯,国金证券,600309.SH,2020-10-31,2020-10-08,万华化学
6798,刘宸倩,白酒,国金证券,600519.SH,2020-10-31,2020-10-08,贵州茅台
6799,丁士涛,水泥制造,国金证券,600801.SH,2020-10-31,2020-10-08,华新水泥
6800,丁士涛,黄金,国金证券,600988.SH,2020-10-31,2020-10-08,赤峰黄金
6801,赵可,住宅开发,招商证券,000002.SZ,2020-10-31,2020-10-09,万科A
6802,郑恺,钟表珠宝,招商证券,000026.SZ,2020-10-31,2020-10-09,飞亚达
6803,汪刘胜,底盘与发动机系统,招商证券,000338.SZ,2020-10-31,2020-10-09,潍柴动力
6804,隋思誉,空调,招商证券,000921.SZ,2020-10-31,2020-10-09,海信家电
6805,王超,航空装备,招商证券,002013.SZ,2020-10-31,2020-10-09,中航机电
6806,郑恺,大宗用纸,招商证券,002078.SZ,2020-10-31,2020-10-09,太阳纸业
6807,刘玉萍,横向通用软件,招商证券,002212.SZ,2020-10-31,2020-10-09,南洋股份
6808,余俊,通信网络设备及器件,招商证券,002281.SZ,2020-10-31,2020-10-09,光迅科技
6809,苏宝亮,快递,招商证券,002352.SZ,2020-10-31,2020-10-09,顺丰控股
6810,郑晓刚,管材,招商证券,002372.SZ,2020-10-31,2020-10-09,伟星新材
6811,鄢凡,消费电子零部件及组装,招商证券,002475.SZ,2020-10-31,2020-10-09,立讯精密
6812,顾佳,游戏,招商证券,002624.SZ,2020-10-31,2020-10-09,完美世界
6813,游家训,电池化学品,招商证券,002709.SZ,2020-10-31,2020-10-09,天赐材料
6814,朱纯阳,水务及水治理,招商证券,300070.SZ,2020-10-31,2020-10-09,碧水源
6815,朱纯阳,环保设备,招商证券,300137.SZ,2020-10-31,2020-10-09,先河环保
6816,余俊,通信网络设备及器件,招商证券,300394.SZ,2020-10-31,2020-10-09,天孚通信
6817,宁浮洁,跨境电商,招商证券,300464.SZ,2020-10-31,2020-10-09,星徽精密
6818,刘荣,工程机械整机,招商证券,600031.SH,2020-10-31,2020-10-09,三一重工
6819,汪刘胜,商用载客车,招商证券,600066.SH,2020-10-31,2020-10-09,宇通客车
6820,刘丽,品牌化妆品,招商证券,600315.SH,2020-10-31,2020-10-09,上海家化
6821,苏宝亮,高速公路,招商证券,600350.SH,2020-10-31,2020-10-09,山东高速
6822,赵可,住宅开发,招商证券,600383.SH,2020-10-31,2020-10-09,金地集团
6823,刘文平,其他小金属,招商证券,600456.SH,2020-10-31,2020-10-09,宝钛股份
6824,周铮,农药,招商证券,600486.SH,2020-10-31,2020-10-09,扬农化工
6825,杨勇胜,白酒,招商证券,600519.SH,2020-10-31,2020-10-09,贵州茅台
6826,刘玉萍,垂直应用软件,招商证券,600570.SH,2020-10-31,2020-10-09,恒生电子
6827,隋思誉,冰洗,招商证券,600690.SH,2020-10-31,2020-10-09,海尔智家
6828,宁浮洁,多业态零售,招商证券,600729.SH,2020-10-31,2020-10-09,重庆百货
6829,杨勇胜,乳品,招商证券,600887.SH,2020-10-31,2020-10-09,伊利股份
6830,王超,航空装备,招商证券,600893.SH,2020-10-31,2020-10-09,航发动力
6831,游家训,光伏电池组件,招商证券,601012.SH,2020-10-31,2020-10-09,隆基股份
6832,董瑞斌,摩托车,招商证券,603129.SH,2020-10-31,2020-10-09,春风动力
6833,刘荣,工程机械整机,招商证券,603298.SH,2020-10-31,2020-10-09,杭叉集团
6834,董瑞斌,其他塑料制品,招商证券,603330.SH,2020-10-31,2020-10-09,上海天洋
6835,郑晓刚,涂料,招商证券,603378.SH,2020-10-31,2020-10-09,亚士创能
6836,刘丽,品牌化妆品,招商证券,603605.SH,2020-10-31,2020-10-09,珀莱雅
6837,周铮,其他化学制品,招商证券,603867.SH,2020-10-31,2020-10-09,新化股份
6838,孙炜,医疗耗材,招商证券,688029.SH,2020-10-31,2020-10-09,南微医学
6839,戴志锋,股份制银行,中泰证券,000001.SZ,2020-10-31,2020-10-08,平安银行
6840,陈立,住宅开发,中泰证券,000002.SZ,2020-10-31,2020-10-08,万科A
6841,康雅雯,游戏,中泰证券,002624.SZ,2020-10-31,2020-10-08,完美世界
6842,冯胜,其他专用设备,中泰证券,002757.SZ,2020-10-31,2020-10-08,南兴股份
6843,江琦,疫苗,中泰证券,300122.SZ,2020-10-31,2020-10-08,智飞生物
6844,闻学臣,垂直应用软件,中泰证券,300451.SZ,2020-10-31,2020-10-08,创业慧康
6845,孙颖,玻纤制造,中泰证券,600176.SH,2020-10-31,2020-10-08,中国巨石
6846,范劲松,啤酒,中泰证券,600600.SH,2020-10-31,2020-10-08,青岛啤酒
6847,陈宁玉,通信终端及配件,中泰证券,603236.SH,2020-10-31,2020-10-08,移远通信
6848,洪吉然,空调,财通证券,000651.SZ,2020-10-31,2020-09-30,格力电器
6849,李帅华,其他小金属,财通证券,002738.SZ,2020-10-31,2020-09-30,中矿资源
6850,张文录,化学制剂,财通证券,300233.SZ,2020-10-31,2020-09-30,金城医药
6851,龚斯闻,锂电池,财通证券,300750.SZ,2020-10-31,2020-09-30,宁德时代
6852,陶冶,品牌化妆品,财通证券,603605.SH,2020-10-31,2020-09-30,珀莱雅
6853,白竣天,磷肥及磷化工,川财证券,002312.SZ,2020-10-31,2020-09-29,三泰控股
6854,方科,垂直应用软件,川财证券,002405.SZ,2020-10-31,2020-09-29,四维图新
6855,欧阳宇剑,零食,川财证券,002991.SZ,2020-10-31,2020-09-29,甘源食品
6856,白竣天,有机硅,川财证券,300019.SZ,2020-10-31,2020-09-29,硅宝科技
6857,黄博,锂电池,川财证券,300750.SZ,2020-10-31,2020-09-29,宁德时代
6858,孙灿,航空装备,川财证券,600038.SH,2020-10-31,2020-09-29,中直股份
6859,何宇航,住宅开发,川财证券,600048.SH,2020-10-31,2020-09-29,保利地产
6860,欧阳宇剑,白酒,川财证券,600519.SH,2020-10-31,2020-09-29,贵州茅台
6861,许惠敏,动力煤,川财证券,601088.SH,2020-10-31,2020-09-29,中国神华
6862,孙灿,其他通用设备,川财证券,603131.SH,2020-10-31,2020-09-29,上海沪工
6863,李依琳,白酒,西部证券,000858.SZ,2020-10-31,2020-10-07,五粮液
6864,李梦园,疫苗,西部证券,300122.SZ,2020-10-31,2020-10-07,智飞生物
6865,王冠桥,锂电池,西部证券,300750.SZ,2020-10-31,2020-10-07,宁德时代
6866,王冠桥,综合乘用车,西部证券,601633.SH,2020-10-31,2020-10-07,长城汽车
6867,许光辉,旅游零售,西部证券,601888.SH,2020-10-31,2020-10-07,中国中免
6868,杨敬梅,风电零部件,西部证券,603218.SH,2020-10-31,2020-10-07,日月股份
6869,刘菲,定制家居,西部证券,603833.SH,2020-10-31,2020-10-07,欧派家居
6870,兰飞,数字芯片设计,西部证券,688099.SH,2020-10-31,2020-10-07,晶晨股份
6871,张晋溢,白酒,华泰证券,000858.SZ,2020-10-31,2020-09-30,五粮液
6872,鲍荣富,钢结构,华泰证券,002541.SZ,2020-10-31,2020-09-30,鸿路钢构
6873,杨天明,肉制品,华泰证券,002726.SZ,2020-10-31,2020-09-30,龙大肉食
6874,黄斌,电池化学品,华泰证券,300073.SZ,2020-10-31,2020-09-30,当升科技
6875,代雯,医疗设备,华泰证券,300298.SZ,2020-10-31,2020-09-30,三诺生物
6876,梅昕,酒店,华泰证券,600754.SH,2020-10-31,2020-09-30,锦江酒店
6877,沈娟,证券,华泰证券,601211.SH,2020-10-31,2020-09-30,国泰君安
6878,胡剑,消费电子零部件及组装,华泰证券,601231.SH,2020-10-31,2020-09-30,环旭电子
6879,王林,IT服务,华泰证券,603881.SH,2020-10-31,2020-09-30,数据港
6880,谢春生,横向通用软件,华泰证券,688561.SH,2020-10-31,2020-09-30,奇安信
6881,廖志明,股份制银行,天风证券,000001.SZ,2020-10-31,2020-09-28,平安银行
6882,刘畅,白酒,天风证券,000568.SZ,2020-10-31,2020-09-28,泸州老窖
6883,张健,面板,天风证券,000725.SZ,2020-10-31,2020-09-28,京东方A
6884,潘暕,面板,天风证券,000725.SZ,2020-10-31,2020-09-28,京东方A
6885,杨阳,环保设备,天风证券,000967.SZ,2020-10-31,2020-09-28,盈峰环境
6886,郭丽丽,环保设备,天风证券,000967.SZ,2020-10-31,2020-09-28,盈峰环境
6887,靳晓雪,环保设备,天风证券,000967.SZ,2020-10-31,2020-09-28,盈峰环境
6888,孙亮,黄金,天风证券,002237.SZ,2020-10-31,2020-09-28,恒邦股份
6889,杨诚笑,黄金,天风证券,002237.SZ,2020-10-31,2020-09-28,恒邦股份
6890,王小芃,黄金,天风证券,002237.SZ,2020-10-31,2020-09-28,恒邦股份
6891,田庆争,黄金,天风证券,002237.SZ,2020-10-31,2020-09-28,恒邦股份
6892,田源,黄金,天风证券,002237.SZ,2020-10-31,2020-09-28,恒邦股份
6893,刘子栋,炼油化工,天风证券,002493.SZ,2020-10-31,2020-09-28,荣盛石化
6894,张樨樨,炼油化工,天风证券,002493.SZ,2020-10-31,2020-09-28,荣盛石化
6895,贾广博,炼油化工,天风证券,002493.SZ,2020-10-31,2020-09-28,荣盛石化
6896,范张翔,生活用纸,天风证券,002511.SZ,2020-10-31,2020-09-28,中顺洁柔
6897,蔡雯娟,厨房小家电,天风证券,002705.SZ,2020-10-31,2020-09-28,新宝股份
6898,唐笑,钢结构,天风证券,002743.SZ,2020-10-31,2020-09-28,富煌钢构
6899,岳恒宇,钢结构,天风证券,002743.SZ,2020-10-31,2020-09-28,富煌钢构
6900,孙海洋,非运动服装,天风证券,002832.SZ,2020-10-31,2020-09-28,比音勒芬
6901,范张翔,非运动服装,天风证券,002832.SZ,2020-10-31,2020-09-28,比音勒芬
6902,潘海洋,疫苗,天风证券,300122.SZ,2020-10-31,2020-09-28,智飞生物
6903,郑薇,疫苗,天风证券,300122.SZ,2020-10-31,2020-09-28,智飞生物
6904,沈海兵,垂直应用软件,天风证券,300348.SZ,2020-10-31,2020-09-28,长亮科技
6905,缪欣君,垂直应用软件,天风证券,300348.SZ,2020-10-31,2020-09-28,长亮科技
6906,张爽,视频媒体,天风证券,300413.SZ,2020-10-31,2020-09-28,芒果超媒
6907,文浩,视频媒体,天风证券,300413.SZ,2020-10-31,2020-09-28,芒果超媒
6908,邹润芳,其他通用设备,天风证券,300470.SZ,2020-10-31,2020-09-28,中密控股
6909,孙海洋,鞋帽及其他,天风证券,300577.SZ,2020-10-31,2020-09-28,开润股份
6910,范张翔,鞋帽及其他,天风证券,300577.SZ,2020-10-31,2020-09-28,开润股份
6911,邹润芳,工程机械整机,天风证券,600031.SH,2020-10-31,2020-09-28,三一重工
6912,吴立,动物保健,天风证券,600201.SH,2020-10-31,2020-09-28,生物股份
6913,魏振亚,动物保健,天风证券,600201.SH,2020-10-31,2020-09-28,生物股份
6914,刘畅,调味发酵品,天风证券,600298.SH,2020-10-31,2020-09-28,安琪酵母
6915,吴文德,调味发酵品,天风证券,600298.SH,2020-10-31,2020-09-28,安琪酵母
6916,李鲁靖,风电整机,天风证券,600416.SH,2020-10-31,2020-09-28,湘电股份
6917,王纪斌,风电整机,天风证券,600416.SH,2020-10-31,2020-09-28,湘电股份
6918,许利天,风电整机,天风证券,600416.SH,2020-10-31,2020-09-28,湘电股份
6919,邹润芳,风电整机,天风证券,600416.SH,2020-10-31,2020-09-28,湘电股份
6920,唐婕,农药,天风证券,600486.SH,2020-10-31,2020-09-28,扬农化工
6921,张峰,农药,天风证券,600486.SH,2020-10-31,2020-09-28,扬农化工
6922,李辉,农药,天风证券,600486.SH,2020-10-31,2020-09-28,扬农化工
6923,刘章明,百货,天风证券,600859.SH,2020-10-31,2020-09-28,王府井
6924,彭鑫,动力煤,天风证券,601225.SH,2020-10-31,2020-09-28,陕西煤业
6925,夏昌盛,保险,天风证券,601601.SH,2020-10-31,2020-09-28,中国太保
6926,罗钻辉,保险,天风证券,601601.SH,2020-10-31,2020-09-28,中国太保
6927,姜明,跨境物流,天风证券,603535.SH,2020-10-31,2020-09-28,嘉诚国际
6928,黄盈,跨境物流,天风证券,603535.SH,2020-10-31,2020-09-28,嘉诚国际
6929,刘畅,白酒,天风证券,603589.SH,2020-10-31,2020-09-28,口子窖
6930,文浩,综合电商,天风证券,603613.SH,2020-10-31,2020-09-28,国联股份
6931,沈海兵,综合电商,天风证券,603613.SH,2020-10-31,2020-09-28,国联股份
6932,孙潇雅,电池化学品,天风证券,603659.SH,2020-10-31,2020-09-28,璞泰来
6933,李鲁靖,军工电子,天风证券,603678.SH,2020-10-31,2020-09-28,火炬电子
6934,潘暕,军工电子,天风证券,603678.SH,2020-10-31,2020-09-28,火炬电子
6935,许利天,军工电子,天风证券,603678.SH,2020-10-31,2020-09-28,火炬电子
6936,邹润芳,军工电子,天风证券,603678.SH,2020-10-31,2020-09-28,火炬电子
6937,马金龙,特钢,天风证券,603995.SH,2020-10-31,2020-09-28,甬金股份
6938,郑薇,体外诊断,天风证券,688289.SH,2020-10-31,2020-09-28,圣湘生物
6939,陈杭,面板,方正证券,000100.SZ,2020-11-30,2020-10-31,TCL科技
6940,姚蕾,广告媒体,方正证券,002027.SZ,2020-11-30,2020-10-31,分众传媒
6941,张小郭,检测服务,方正证券,300012.SZ,2020-11-30,2020-10-31,华测检测
6942,申建国,电池化学品,方正证券,300037.SZ,2020-11-30,2020-10-31,新宙邦
6943,余金鑫,股份制银行,方正证券,601166.SH,2020-11-30,2020-10-31,兴业银行
6944,于特,综合乘用车,方正证券,601238.SH,2020-11-30,2020-10-31,广汽集团
6945,芦冠宇,旅游零售,方正证券,601888.SH,2020-11-30,2020-10-31,中国中免
6946,李永磊,轮胎轮毂,方正证券,601966.SH,2020-11-30,2020-10-31,玲珑轮胎
6947,孟祥杰,军工电子,方正证券,603267.SH,2020-11-30,2020-10-31,鸿远电子
6948,薛玉虎,白酒,方正证券,603369.SH,2020-11-30,2020-10-31,今世缘
6949,邢瀚文,厨房电器,国元证券,002508.SZ,2020-11-30,2020-10-30,老板电器
6950,常启辉,通信网络设备及器件,国元证券,300308.SZ,2020-11-30,2020-10-30,中际旭创
6951,贺茂飞,数字芯片设计,国元证券,300613.SZ,2020-11-30,2020-10-30,富瀚微
6952,李典,品牌化妆品,国元证券,300740.SZ,2020-11-30,2020-10-30,御家汇
6953,满在朋,工程机械器件,国元证券,601100.SH,2020-11-30,2020-10-30,恒立液压
6954,彭聪,其他化学制品,国元证券,603906.SH,2020-11-30,2020-10-30,龙蟠科技
6955,耿军军,横向通用软件,国元证券,688023.SH,2020-11-30,2020-10-30,安恒信息
6956,林加力,股份制银行,海通证券,000001.SZ,2020-11-30,2020-10-30,平安银行
6957,涂力磊,住宅开发,海通证券,000002.SZ,2020-11-30,2020-10-30,万科A
6958,郑宏达,安防设备,海通证券,002415.SZ,2020-11-30,2020-10-30,海康威视
6959,毛云聪,视频媒体,海通证券,300413.SZ,2020-11-30,2020-10-30,芒果超媒
6960,郝艳辉,视频媒体,海通证券,300413.SZ,2020-11-30,2020-10-30,芒果超媒
6961,余文心,医疗设备,海通证券,300760.SZ,2020-11-30,2020-10-30,迈瑞医疗
6962,林加力,城商行,海通证券,600926.SH,2020-11-30,2020-10-30,杭州银行
6963,邓勇,其他石化,海通证券,601233.SH,2020-11-30,2020-10-30,桐昆股份
6964,杜威,综合乘用车,海通证券,601238.SH,2020-11-30,2020-10-30,广汽集团
6965,王猛,综合乘用车,海通证券,601238.SH,2020-11-30,2020-10-30,广汽集团
6966,汪立亭,超市,海通证券,601933.SH,2020-11-30,2020-10-30,永辉超市
6967,梁希,非运动服装,海通证券,603587.SH,2020-11-30,2020-10-30,地素时尚
6968,谢长雁,其他生物制品,国信证券,000661.SZ,2020-11-30,2020-11-02,长春高新
6969,商艾华,电子化学品,国信证券,300285.SZ,2020-11-30,2020-11-02,国瓷材料
6970,居嘉骁,锂电池,国信证券,300750.SZ,2020-11-30,2020-11-02,宁德时代
6971,王剑,保险,国信证券,601318.SH,2020-11-30,2020-11-02,中国平安
6972,黄道立,玻璃制造,国信证券,601636.SH,2020-11-30,2020-11-02,旗滨集团
6973,梁超,车身附件及饰件,国信证券,601799.SH,2020-11-30,2020-11-02,星宇股份
6974,张峻豪,品牌化妆品,国信证券,603605.SH,2020-11-30,2020-11-02,珀莱雅
6975,欧阳仕华,品牌消费电子,国信证券,688036.SH,2020-11-30,2020-11-02,传音控股
6976,刘强,电池化学品,开源证券,300035.SZ,2020-11-30,2020-10-31,中科电气
6977,金益腾,氟化工,开源证券,600378.SH,2020-11-30,2020-10-31,昊华科技
6978,齐东,住宅开发,开源证券,600383.SH,2020-11-30,2020-10-31,金地集团
6979,张绪成,焦煤,开源证券,600395.SH,2020-11-30,2020-10-31,盘江股份
6980,金益腾,纯碱,开源证券,600409.SH,2020-11-30,2020-10-31,三友化工
6981,杜佐远,医疗耗材,开源证券,603301.SH,2020-11-30,2020-10-31,振德医疗
6982,陈雪丽,动物保健,开源证券,603566.SH,2020-11-30,2020-10-31,普莱柯
6983,吕明,定制家居,开源证券,603833.SH,2020-11-30,2020-10-31,欧派家居
6984,吕明,清洁小家电,开源证券,688169.SH,2020-11-30,2020-10-31,石头科技
6985,丛培超,面板,华安证券,000100.SZ,2020-11-30,2020-11-01,TCL科技
6986,尹沿技,面板,华安证券,000100.SZ,2020-11-30,2020-11-01,TCL科技
6987,宋伟健,综合乘用车,华安证券,000625.SZ,2020-11-30,2020-11-01,长安汽车
6988,陈晓,综合乘用车,华安证券,000625.SZ,2020-11-30,2020-11-01,长安汽车
6989,虞晓文,厨房小家电,华安证券,002959.SZ,2020-11-30,2020-11-01,小熊电器
6990,谢丽媛,厨房小家电,华安证券,002959.SZ,2020-11-30,2020-11-01,小熊电器
6991,郭倩倩,工控设备,华安证券,300124.SZ,2020-11-30,2020-11-01,汇川技术
6992,刘万鹏,航空装备,华安证券,300699.SZ,2020-11-30,2020-11-01,光威复材
6993,古武,航空装备,华安证券,300699.SZ,2020-11-30,2020-11-01,光威复材
6994,刘万鹏,聚氨酯,华安证券,600309.SH,2020-11-30,2020-11-01,万华化学
6995,曾祥钊,聚氨酯,华安证券,600309.SH,2020-11-30,2020-11-01,万华化学
6996,陈晓,硅料硅片,华安证券,600438.SH,2020-11-30,2020-11-01,通威股份
6997,石林,铜,华安证券,601899.SH,2020-11-30,2020-11-01,紫金矿业
6998,翁嘉敏,铜,华安证券,601899.SH,2020-11-30,2020-11-01,紫金矿业
6999,许勇其,铜,华安证券,601899.SH,2020-11-30,2020-11-01,紫金矿业
7000,文献,白酒,华安证券,603369.SH,2020-11-30,2020-11-01,今世缘
7001,刘体劲,其他计算机设备,华安证券,688188.SH,2020-11-30,2020-11-01,柏楚电子
7002,尹沿技,其他计算机设备,华安证券,688188.SH,2020-11-30,2020-11-01,柏楚电子
7003,周颖,白酒,银河证券,000568.SZ,2020-11-30,2020-10-28,泸州老窖
7004,潘玮,物业管理,银河证券,000043.SZ,2020-11-30,2020-10-28,招商积余
7005,杨晓彤,培训教育,银河证券,002607.SZ,2020-11-30,2020-10-28,中公教育
7006,傅楚雄,印制电路板,银河证券,002938.SZ,2020-11-30,2020-10-28,鹏鼎控股
